Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,4.5%
Housing Development Finance Corporation Ltd.,Financial,Equity,4.4%
Tata Consultancy Services Ltd.,Technology,Equity,4.4%
TVS Motor Company Ltd.,Automobile,Equity,3.9%
Infosys Ltd.,Technology,Equity,3.8%
Axis Bank Ltd.,Financial,Equity,3.5%
Tata Communications Ltd.,Communication,Equity,3.5%
Marico Ltd.,Consumer Staples,Equity,3.3%
Tata Chemicals Ltd.,Chemicals,Equity,3.3%
ICICI Bank Ltd.,Financial,Equity,3.2%
Tata Consumer Products Ltd.,Consumer Staples,Equity,3.2%
Kotak Mahindra Bank Ltd.,Financial,Equity,3.0%
The Indian Hotels Company Ltd.,Services,Equity,2.8%
Wipro Ltd.,Technology,Equity,2.4%
Persistent Systems Ltd.,Technology,Equity,2.3%
Asian Paints Ltd.,Chemicals,Equity,2.3%
Maruti Suzuki India Ltd.,Automobile,Equity,2.2%
Syngene International Ltd.,Healthcare,Equity,2.2%
Rallis India Ltd.,Chemicals,Equity,2.1%
Indusind Bank Ltd.,Financial,Equity,1.9%
Havells India Ltd.,Capital Goods,Equity,1.9%
Hero Motocorp Ltd.,Automobile,Equity,1.8%
Tech Mahindra Ltd.,Technology,Equity,1.7%
Mahindra & Mahindra Ltd.,Automobile,Equity,1.7%
HCL Technologies Ltd.,Technology,Equity,1.7%
Tata Motors Ltd.,Automobile,Equity,1.6%
Godrej Consumer Products Ltd.,Consumer Staples,Equity,1.6%
Hindustan Unilever Ltd.,Consumer Staples,Equity,1.6%
Castrol India Ltd.,Energy,Equity,1.5%
Thermax Ltd.,Capital Goods,Equity,1.5%
Titan Company Ltd.,Consumer Discretionary,Equity,1.5%
Nestle India Ltd.,Consumer Staples,Equity,1.5%
Dabur India Ltd.,Consumer Staples,Equity,1.3%
Vinati Organics Ltd.,Chemicals,Equity,1.2%
Colgate-Palmolive (India) Ltd.,Consumer Staples,Equity,1.2%
Mahindra Logistics Ltd.,Services,Equity,1.1%
Dr. Lal Pathlabs Ltd.,Healthcare,Equity,1.0%
Mphasis Ltd.,Technology,Equity,1.0%
Computer Age Management Services Ltd.,Services,Equity,1.0%
Bosch Ltd.,Automobile,Equity,1.0%
Voltas Ltd.,Consumer Discretionary,Equity,0.9%
HDFC Life Insurance Co Ltd.,Insurance,Equity,0.8%
Info Edge (India) Ltd.,Services,Equity,0.8%
Kansai Nerolac Paints Ltd.,Chemicals,Equity,0.8%
Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,0.8%
Central Depository Services (India) Ltd.,Financial,Equity,0.7%
