Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,19.9%
ICICI Bank Ltd.,Financial,Equity,17.9%
Housing Development Finance Corporation Ltd.,Financial,Equity,9.6%
Axis Bank Ltd.,Financial,Equity,8.8%
State Bank of India,Financial,Equity,7.7%
Bajaj Finance Ltd.,Financial,Equity,7.1%
Kotak Mahindra Bank Ltd.,Financial,Equity,5.5%
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,4.1%
Bajaj Finserv Ltd.,Financial,Equity,2.7%
The Federal Bank Ltd.,Financial,Equity,2.4%
Can Fin Homes Ltd.,Financial,Equity,2.4%
Bank Of Baroda,Financial,Equity,2.1%
HDFC Life Insurance Co Ltd.,Insurance,Equity,1.6%
AU Small Finance Bank Ltd.,Financial,Equity,1.1%
Max Financial Services Ltd.,Financial,Equity,1.1%
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,0.9%
City Union Bank Ltd.,Financial,Equity,0.8%
SBI Cards And Payment Services Ltd.,Financial,Equity,0.8%
HDFC Asset Management Company Ltd.,Financial,Equity,0.6%
