Name,Sector,Instrument,Assets
ICICI Bank Ltd.,Financial,Equity,7.8%
HDFC Bank Ltd.,Financial,Equity,6.5%
Infosys Ltd.,Technology,Equity,4.8%
State Bank of India,Financial,Equity,3.8%
Axis Bank Ltd.,Financial,Equity,3.7%
NTPC Ltd.,Energy,Equity,2.5%
Larsen & Toubro Ltd.,Construction,Equity,2.2%
United Breweries Ltd.,Consumer Staples,Equity,2.2%
Reliance Industries Ltd.,Energy,Equity,1.9%
Ultratech Cement Ltd.,Construction,Equity,1.8%
Abbott India Ltd.,Healthcare,Equity,1.8%
Kajaria Ceramics Ltd.,Construction,Equity,1.8%
UNO Minda Ltd.,Automobile,Equity,1.8%
Hindustan Unilever Ltd.,Consumer Staples,Equity,1.7%
Mahindra & Mahindra Ltd.,Automobile,Equity,1.6%
Persistent Systems Ltd.,Technology,Equity,1.6%
The Phoenix Mills Ltd.,Construction,Equity,1.6%
AIA Engineering Ltd.,Metals & Mining,Equity,1.5%
Sumitomo Chemical India Ltd.,Chemicals,Equity,1.4%
The Indian Hotels Company Ltd.,Services,Equity,1.4%
Hindalco Industries Ltd.,Metals & Mining,Equity,1.4%
Vinati Organics Ltd.,Chemicals,Equity,1.4%
SBI Life Insurance Company Ltd.,Insurance,Equity,1.3%
Indusind Bank Ltd.,Financial,Equity,1.3%
Page Industries Ltd.,Textiles,Equity,1.3%
Titan Company Ltd.,Consumer Discretionary,Equity,1.3%
Trent Ltd.,Services,Equity,1.3%
Motherson Sumi Wiring India Ltd.,Automobile,Equity,1.3%
Hindustan Aeronautics Ltd.,Capital Goods,Equity,1.2%
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,1.2%
Coforge Ltd.,Technology,Equity,1.2%
TVS Motor Company Ltd.,Automobile,Equity,1.2%
Sona BLW Precision Forgings Ltd.,Automobile,Equity,1.1%
Sapphire Foods India Ltd.,Services,Equity,1.1%
Bharti Airtel Ltd. - (Partly Paid up Equity Shares (Rights Issue)),Communication,PPE,1.1%
Vedant Fashions Ltd.,Services,Equity,1.1%
Bank Of Baroda,Financial,Equity,1.1%
The Federal Bank Ltd.,Financial,Equity,1.1%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1.0%
United Spirits Ltd.,Consumer Staples,Equity,1.0%
Nestle India Ltd.,Consumer Staples,Equity,1.0%
PI Industries Ltd.,Chemicals,Equity,1.0%
Varun Beverages Ltd.,Consumer Staples,Equity,1.0%
Escorts Kubota Ltd.,Automobile,Equity,1.0%
Home First Finance Company India Ltd.,Financial,Equity,1.0%
Navin Fluorine International Ltd.,Chemicals,Equity,1.0%
Grindwell Norton Ltd.,Metals & Mining,Equity,0.9%
Honeywell Automation India Ltd.,Capital Goods,Equity,0.9%
Max Healthcare Institute Ltd.,Healthcare,Equity,0.9%
Clean Science And Technology Ltd.,Chemicals,Equity,0.8%
Tube Investments Of India Ltd.,Automobile,Equity,0.8%
Interglobe Aviation Ltd.,Services,Equity,0.8%
Ipca Laboratories Ltd.,Healthcare,Equity,0.8%
Bharat Electronics Ltd.,Capital Goods,Equity,0.8%
Timken India Ltd.,Capital Goods,Equity,0.7%
NHPC Ltd.,Energy,Equity,0.7%
Astral Ltd.,Chemicals,Equity,0.7%
Syngene International Ltd.,Healthcare,Equity,0.7%
Dixon Technologies (India) Ltd.,Capital Goods,Equity,0.6%
Apollo Tyres Ltd.,Automobile,Equity,0.5%
Triveni Turbine Ltd.,Capital Goods,Equity,0.5%
Prestige Estates Projects Ltd.,Construction,Equity,0.5%
Gujarat State Petronet Ltd.,Energy,Equity,0.5%
Indian Bank,Financial,Equity,0.5%
Hindustan Petroleum Corporation Ltd.,Energy,Equity,0.5%
HDFC Asset Management Company Ltd.,Financial,Equity,0.5%
PB Fintech Ltd.,Services,Equity,0.4%
Star Health and Allied Insurance Company Ltd.,Insurance,Equity,0.4%
Metro Brands Ltd.,Consumer Staples,Equity,0.2%
