Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,9.8%
ICICI Bank Ltd.,Financial,Equity,9.5%
State Bank of India,Financial,Equity,6.1%
Bharti Airtel Ltd.,Communication,Equity,6.0%
Hindustan Aeronautics Ltd.,Capital Goods,Equity,5.1%
Infosys Ltd.,Technology,Equity,5.0%
Mahindra & Mahindra Ltd.,Automobile,Equity,4.6%
HCL Technologies Ltd.,Technology,Equity,4.6%
NTPC Ltd.,Energy,Equity,4.2%
Cipla Ltd.,Healthcare,Equity,3.8%
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,3.5%
SBI Life Insurance Company Ltd.,Insurance,Equity,3.5%
Axis Bank Ltd.,Financial,Equity,3.4%
Larsen & Toubro Ltd.,Construction,Equity,2.9%
GAIL (India) Ltd.,Energy,Equity,2.7%
Escorts Kubota Ltd.,Automobile,Equity,2.4%
Bharat Petroleum Corporation Ltd.,Energy,Equity,2.4%
SBI Cards And Payment Services Ltd.,Financial,Equity,2.1%
Bajaj Auto Ltd.,Automobile,Equity,1.8%
Bank Of Baroda,Financial,Equity,1.7%
Prestige Estates Projects Ltd.,Construction,Equity,1.6%
Tech Mahindra Ltd.,Technology,Equity,1.5%
Oil & Natural Gas Corporation Ltd.,Energy,Equity,1.3%
ZF Commercial Vehicle Control Systems India Ltd.,Automobile,Equity,1.0%
Lupin Ltd. - (Preference Shares),Healthcare,Equity,0.9%
TeamLease Services Ltd.,Services,Equity,0.8%
Reliance Industries Ltd.,Energy,Equity,0.7%
Housing Development Finance Corporation Ltd.,Financial,Equity,0.6%
Multi Commodity Exchange Of India Ltd.,Services,Equity,0.6%
Life Insurance Corporation of India,Insurance,Equity,0.6%
MTAR Technologies Ltd.,Capital Goods,Equity,0.5%
Delhivery Ltd.,Services,Equity,0.4%
Ipca Laboratories Ltd.,Healthcare,Equity,0.2%
Bharti Airtel Ltd. - (Partly Paid up Equity Shares (Rights Issue)),Communication,PPE,0.2%
