Name,Sector,Instrument,Assets
ICICI Bank Ltd.,Financial,Equity,9.0%
HDFC Bank Ltd.,Financial,Equity,7.7%
Infosys Ltd.,Technology,Equity,7.1%
Reliance Industries Ltd.,Energy,Equity,5.7%
Axis Bank Ltd.,Financial,Equity,4.3%
Larsen & Toubro Ltd.,Construction,Equity,4.2%
Bharti Airtel Ltd.,Communication,Equity,3.4%
State Bank of India,Financial,Equity,3.2%
Housing Development Finance Corporation Ltd.,Financial,Equity,2.6%
Ultratech Cement Ltd.,Construction,Equity,2.1%
HCL Technologies Ltd.,Technology,Equity,2.1%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,2.1%
Bajaj Finance Ltd.,Financial,Equity,1.8%
ITC Ltd.,Consumer Staples,Equity,1.8%
SBI Life Insurance Company Ltd.,Insurance,Equity,1.8%
NTPC Ltd.,Energy,Equity,1.6%
Mahindra & Mahindra Ltd.,Automobile,Equity,1.6%
Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,1.5%
Tech Mahindra Ltd.,Technology,Equity,1.4%
Titan Company Ltd.,Consumer Discretionary,Equity,1.3%
Hindalco Industries Ltd.,Metals & Mining,Equity,1.3%
Bandhan Bank Ltd.,Financial,Equity,1.2%
Godrej Consumer Products Ltd.,Consumer Staples,Equity,1.1%
DLF Ltd. - (DLF),Construction,Equity,1.1%
Cipla Ltd.,Healthcare,Equity,1.1%
Kotak Mahindra Bank Ltd.,Financial,Equity,1.1%
Dabur India Ltd.,Consumer Staples,Equity,1.0%
Maruti Suzuki India Ltd.,Automobile,Equity,1.0%
Bank Of Baroda,Financial,Equity,0.9%
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,0.9%
Hindustan Unilever Ltd.,Consumer Staples,Equity,0.9%
SBI Cards And Payment Services Ltd.,Financial,Equity,0.9%
Emami Ltd.,Consumer Staples,Equity,0.9%
TVS Motor Company Ltd.,Automobile,Equity,0.9%
Sanofi India Ltd.,Healthcare,Equity,0.9%
ACC Ltd.,Construction,Equity,0.8%
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,0.8%
HDFC Life Insurance Co Ltd.,Insurance,Equity,0.7%
Akzo Nobel India Ltd.,Chemicals,Equity,0.7%
Bayer CropScience Ltd.,Chemicals,Equity,0.7%
Britannia Industries Ltd.,Consumer Staples,Equity,0.7%
Bharat Petroleum Corporation Ltd.,Energy,Equity,0.7%
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,0.7%
Interglobe Aviation Ltd.,Services,Equity,0.6%
Sona BLW Precision Forgings Ltd.,Automobile,Equity,0.6%
Gland Pharma Ltd.,Healthcare,Equity,0.5%
Zee Entertainment Enterprises Ltd.,Services,Equity,0.5%
FSN E-Commerce Ventures Ltd.,Services,Equity,0.5%
United Spirits Ltd.,Consumer Staples,Equity,0.5%
Bosch Ltd.,Automobile,Equity,0.5%
Tata Consultancy Services Ltd.,Technology,Equity,0.5%
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,0.4%
The Indian Hotels Company Ltd.,Services,Equity,0.4%
Siemens Ltd.,Capital Goods,Equity,0.4%
Tata Communications Ltd.,Communication,Equity,0.3%
Housing Development Finance Corporation Ltd.,Financial,Warrant,0.3%
Indusind Bank Ltd.,Financial,Equity,0.3%
ICICI Prudential Life Insurance Company Ltd.,Insurance,Equity,0.3%
Whirlpool Of India Ltd.,Consumer Discretionary,Equity,0.3%
Cummins India Ltd.,Capital Goods,Equity,0.3%
Reliance Industries Ltd.,Energy,Futures,0.3%
Jubilant FoodWorks Ltd.,Services,Equity,0.3%
LTIMindtree Ltd.,Technology,Equity,0.3%
Aditya Birla Sun Life Nifty Next 50 ETF - Growth,Financial,Mutual Fund,0.3%
Coal India Ltd.,Energy,Equity,0.2%
Aditya Birla Capital Ltd.,Financial,Equity,0.2%
Shriram Finance Ltd,Financial,Equity,0.2%
Hindustan Aeronautics Ltd.,Capital Goods,Equity,0.2%
Bharat Forge Ltd.,Automobile,Equity,0.2%
Tata Steel Ltd.,Metals & Mining,Equity,0.2%
Bharti Airtel Ltd. - (Partly Paid up Equity Shares (Rights Issue)),Communication,PPE,0.2%
One97 Communications Ltd.,Services,Equity,0.2%
Oil & Natural Gas Corporation Ltd.,Energy,Equity,0.2%
Tata Motors Ltd.,Automobile,Equity,0.1%
