Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,8.2%
Axis Bank Ltd.,Financial,Equity,4.6%
ICICI Bank Ltd.,Financial,Equity,3.9%
Ultratech Cement Ltd.,Construction,Equity,3.7%
State Bank of India,Financial,Equity,3.6%
Infosys Ltd.,Technology,Equity,3.6%
Reliance Industries Ltd.,Energy,Equity,3.6%
Larsen & Toubro Ltd.,Construction,Equity,3.4%
Balrampur Chini Mills Ltd.,Consumer Staples,Equity,3.2%
Bharat Forge Ltd.,Automobile,Equity,2.6%
Cummins India Ltd.,Capital Goods,Equity,2.6%
Fortis Healthcare Ltd.,Healthcare,Equity,2.6%
Tata Consultancy Services Ltd.,Technology,Equity,2.5%
United Spirits Ltd.,Consumer Staples,Equity,2.3%
SKF India Ltd.,Capital Goods,Equity,2.3%
L&T Technology Services Ltd.,Technology,Equity,2.2%
REC Ltd.,Financial,Equity,2.1%
Schaeffler India Ltd.,Capital Goods,Equity,2.1%
Bosch Ltd.,Automobile,Equity,1.9%
Maruti Suzuki India Ltd.,Automobile,Equity,1.9%
Bank Of Baroda,Financial,Equity,1.8%
Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,1.8%
Asian Paints Ltd.,Chemicals,Equity,1.8%
Hindalco Industries Ltd.,Metals & Mining,Equity,1.7%
Titan Company Ltd.,Consumer Discretionary,Equity,1.7%
Aarti Industries Ltd.,Chemicals,Equity,1.7%
Jubilant FoodWorks Ltd.,Services,Equity,1.6%
Trent Ltd.,Services,Equity,1.6%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1.5%
Mahindra & Mahindra Ltd.,Automobile,Equity,1.5%
TVS Motor Company Ltd.,Automobile,Equity,1.5%
SBI Life Insurance Company Ltd.,Insurance,Equity,1.5%
Bharti Airtel Ltd.,Communication,Equity,1.5%
Britannia Industries Ltd.,Consumer Staples,Equity,1.5%
City Union Bank Ltd.,Financial,Equity,1.4%
Bharat Electronics Ltd.,Capital Goods,Equity,1.3%
Varun Beverages Ltd.,Consumer Staples,Equity,1.3%
Vardhman Textiles Ltd.,Textiles,Equity,1.2%
Indian Oil Corporation Ltd.,Energy,Equity,1.0%
SRF Ltd.,Diversified,Equity,1.0%
Indraprastha Gas Ltd.,Energy,Equity,1.0%
ACC Ltd.,Construction,Equity,0.9%
NTPC Ltd.,Energy,Equity,0.9%
