Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,9.9%
ICICI Bank Ltd.,Financial,Equity,8.7%
Infosys Ltd.,Technology,Equity,7.0%
Reliance Industries Ltd.,Energy,Equity,5.9%
State Bank of India,Financial,Equity,4.6%
Axis Bank Ltd.,Financial,Equity,4.5%
Larsen & Toubro Ltd.,Construction,Equity,3.5%
Bajaj Finance Ltd.,Financial,Equity,3.0%
ITC Ltd.,Consumer Staples,Equity,3.0%
Hindustan Unilever Ltd.,Consumer Staples,Equity,2.9%
Ultratech Cement Ltd.,Construction,Equity,2.7%
Bharti Airtel Ltd.,Communication,Equity,2.7%
Tata Consultancy Services Ltd.,Technology,Equity,2.6%
Maruti Suzuki India Ltd.,Automobile,Equity,2.3%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,2.2%
Kotak Mahindra Bank Ltd.,Financial,Equity,2.1%
Mahindra & Mahindra Ltd.,Automobile,Equity,1.6%
NTPC Ltd.,Energy,Equity,1.6%
United Spirits Ltd.,Consumer Staples,Equity,1.6%
Titan Company Ltd.,Consumer Discretionary,Equity,1.5%
Avenue Supermarts Ltd.,Services,Equity,1.5%
Max Healthcare Institute Ltd.,Healthcare,Equity,1.4%
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,1.3%
Abbott India Ltd.,Healthcare,Equity,1.2%
Page Industries Ltd.,Textiles,Equity,1.2%
Indusind Bank Ltd.,Financial,Equity,1.1%
SBI Life Insurance Company Ltd.,Insurance,Equity,1.0%
Bharat Electronics Ltd.,Capital Goods,Equity,1.0%
Tata Steel Ltd.,Metals & Mining,Equity,1.0%
PI Industries Ltd.,Chemicals,Equity,1.0%
The Indian Hotels Company Ltd.,Services,Equity,1.0%
ABB India Ltd.,Capital Goods,Equity,0.9%
Hindalco Industries Ltd.,Metals & Mining,Equity,0.9%
Siemens Ltd.,Capital Goods,Equity,0.8%
Gujarat Gas Ltd.,Energy,Equity,0.8%
Mphasis Ltd.,Technology,Equity,0.8%
Housing Development Finance Corporation Ltd.,Financial,Equity,0.7%
Bajaj Auto Ltd.,Automobile,Equity,0.7%
Sona BLW Precision Forgings Ltd.,Automobile,Equity,0.7%
Tata Consumer Products Ltd.,Consumer Staples,Equity,0.7%
Tata Motors Ltd.,Automobile,Equity,0.6%
Cipla Ltd.,Healthcare,Equity,0.6%
HCL Technologies Ltd.,Technology,Equity,0.5%
Max Financial Services Ltd.,Financial,Equity,0.5%
Gland Pharma Ltd.,Healthcare,Equity,0.4%
Asian Paints Ltd.,Chemicals,Equity,0.2%
