Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,9.8%
ICICI Bank Ltd.,Financial,Equity,9.1%
Infosys Ltd.,Technology,Equity,6.3%
State Bank of India,Financial,Equity,5.7%
Reliance Industries Ltd.,Energy,Equity,5.5%
Maruti Suzuki India Ltd.,Automobile,Equity,4.5%
Axis Bank Ltd.,Financial,Equity,4.0%
Indusind Bank Ltd.,Financial,Equity,4.0%
TVS Motor Company Ltd.,Automobile,Equity,3.9%
ITC Ltd.,Consumer Staples,Equity,3.5%
Bharti Airtel Ltd.,Communication,Equity,3.5%
Anupam Rasayan India Ltd.,Chemicals,Equity,3.5%
Prataap Snacks Ltd.,Consumer Staples,Equity,3.1%
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,3.0%
L&T Technology Services Ltd.,Technology,Equity,2.9%
Rossari Biotech Ltd.,Chemicals,Equity,2.9%
Ultratech Cement Ltd.,Construction,Equity,2.6%
LTIMindtree Ltd.,Technology,Equity,2.4%
Bharat Forge Ltd.,Automobile,Equity,2.3%
The Phoenix Mills Ltd.,Construction,Equity,2.3%
Trent Ltd.,Services,Equity,2.0%
Larsen & Toubro Ltd.,Construction,Equity,2.0%
3M India Ltd.,Diversified,Equity,1.9%
Hindustan Unilever Ltd.,Consumer Staples,Equity,1.9%
The Indian Hotels Company Ltd.,Services,Equity,1.9%
ABB India Ltd.,Capital Goods,Equity,1.7%
Divi's Laboratories Ltd.,Healthcare,Equity,1.1%
Godrej Consumer Products Ltd.,Consumer Staples,Equity,1.0%
Sunteck Realty Ltd.,Construction,Equity,0.9%
