Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,9.4%
ICICI Bank Ltd.,Financial,Equity,7.9%
Reliance Industries Ltd.,Energy,Equity,6.5%
Bharti Airtel Ltd.,Communication,Equity,6.3%
Infosys Ltd.,Technology,Equity,5.5%
Axis Bank Ltd.,Financial,Equity,4.5%
Larsen & Toubro Ltd.,Construction,Equity,4.1%
HDFC Life Insurance Co Ltd.,Insurance,Equity,4.1%
Maruti Suzuki India Ltd.,Automobile,Equity,2.9%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,2.7%
Hindustan Unilever Ltd.,Consumer Staples,Equity,2.5%
NTPC Ltd.,Energy,Equity,2.5%
Kotak Mahindra Bank Ltd.,Financial,Equity,2.4%
ITC Ltd.,Consumer Staples,Equity,2.3%
Power Finance Corporation Ltd.,Financial,Equity,2.3%
HCL Technologies Ltd.,Technology,Equity,2.2%
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,2.1%
The Indian Hotels Company Ltd.,Services,Equity,2.0%
Ashok Leyland Ltd.,Automobile,Equity,2.0%
Ultratech Cement Ltd.,Construction,Equity,1.9%
United Spirits Ltd.,Consumer Staples,Equity,1.9%
GAIL (India) Ltd.,Energy,Equity,1.9%
Endurance Technologies Ltd.,Automobile,Equity,1.8%
SBI Cards And Payment Services Ltd.,Financial,Equity,1.6%
Sagar Cements Ltd.,Construction,Equity,1.6%
Aurobindo Pharma Ltd.,Healthcare,Equity,1.5%
Mahindra & Mahindra Ltd.,Automobile,Equity,1.5%
Bharat Forge Ltd.,Automobile,Equity,1.2%
Tata Motors Ltd.,Automobile,Equity,1.1%
Bank Of Baroda,Financial,Equity,1.1%
Adani Ports and Special Economic Zone Ltd.,Services,Equity,1.0%
Bajaj Finance Ltd.,Financial,Equity,0.9%
Graphite India Ltd.,Construction,Equity,0.9%
Sobha Ltd.,Construction,Equity,0.6%
Reserve Bank of India,Financial,T-Bills,0.2%
