Name,Sector,Instrument,Assets
Reliance Industries Ltd.,Energy,Equity,10.9%
HDFC Bank Ltd.,Financial,Equity,8.9%
ICICI Bank Ltd.,Financial,Equity,7.7%
Infosys Ltd.,Technology,Equity,6.9%
Housing Development Finance Corporation Ltd.,Financial,Equity,5.9%
Tata Consultancy Services Ltd.,Technology,Equity,4.1%
ITC Ltd.,Consumer Staples,Equity,3.6%
Kotak Mahindra Bank Ltd.,Financial,Equity,3.3%
Larsen & Toubro Ltd.,Construction,Equity,3.1%
Axis Bank Ltd.,Financial,Equity,3.1%
State Bank of India,Financial,Equity,2.9%
Hindustan Unilever Ltd.,Consumer Staples,Equity,2.8%
Bharti Airtel Ltd.,Communication,Equity,2.5%
Bajaj Finance Ltd.,Financial,Equity,2.2%
Asian Paints Ltd.,Chemicals,Equity,1.7%
Mahindra & Mahindra Ltd.,Automobile,Equity,1.5%
Maruti Suzuki India Ltd.,Automobile,Equity,1.4%
HCL Technologies Ltd.,Technology,Equity,1.4%
Titan Company Ltd.,Consumer Discretionary,Equity,1.3%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1.3%
Adani Enterprises Ltd.,Services,Equity,1.3%
Bajaj Finserv Ltd.,Financial,Equity,1.2%
Tata Steel Ltd.,Metals & Mining,Equity,1.1%
Ultratech Cement Ltd.,Construction,Equity,1.0%
Indusind Bank Ltd.,Financial,Equity,1.0%
NTPC Ltd.,Energy,Equity,1.0%
Power Grid Corporation Of India Ltd.,Energy,Equity,0.9%
JSW Steel Ltd.,Metals & Mining,Equity,0.9%
Tata Motors Ltd.,Automobile,Equity,0.9%
Nestle India Ltd.,Consumer Staples,Equity,0.9%
Hindalco Industries Ltd.,Metals & Mining,Equity,0.9%
Grasim Industries Ltd.,Construction,Equity,0.8%
Tech Mahindra Ltd.,Technology,Equity,0.8%
Adani Ports and Special Economic Zone Ltd.,Services,Equity,0.7%
Wipro Ltd.,Technology,Equity,0.7%
Cipla Ltd.,Healthcare,Equity,0.7%
Oil & Natural Gas Corporation Ltd.,Energy,Equity,0.7%
SBI Life Insurance Company Ltd.,Insurance,Equity,0.7%
HDFC Life Insurance Co Ltd.,Insurance,Equity,0.7%
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,0.6%
Britannia Industries Ltd.,Consumer Staples,Equity,0.6%
Coal India Ltd.,Energy,Equity,0.6%
Bajaj Auto Ltd.,Automobile,Equity,0.6%
Tata Consumer Products Ltd.,Consumer Staples,Equity,0.6%
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,0.6%
Eicher Motors Ltd.,Automobile,Equity,0.6%
Divi's Laboratories Ltd.,Healthcare,Equity,0.5%
UPL Ltd.,Chemicals,Equity,0.5%
Hero Motocorp Ltd.,Automobile,Equity,0.4%
Bharat Petroleum Corporation Ltd.,Energy,Equity,0.4%
