Name,Sector,Instrument,Assets
Maruti Suzuki India Ltd.,Automobile,Equity,7.8%
Bharti Airtel Ltd.,Communication,Equity,7.4%
Asian Paints Ltd.,Chemicals,Equity,5.5%
Titan Company Ltd.,Consumer Discretionary,Equity,5.2%
Nestle India Ltd.,Consumer Staples,Equity,4.5%
ITC Ltd.,Consumer Staples,Equity,4.5%
Godrej Consumer Products Ltd.,Consumer Staples,Equity,4.3%
Avenue Supermarts Ltd.,Services,Equity,4.0%
Hindustan Unilever Ltd.,Consumer Staples,Equity,3.9%
Eicher Motors Ltd.,Automobile,Equity,3.7%
Metro Brands Ltd.,Consumer Staples,Equity,3.3%
United Breweries Ltd.,Consumer Staples,Equity,3.3%
HDFC Bank Ltd.,Financial,Equity,2.9%
Dabur India Ltd.,Consumer Staples,Equity,2.8%
ICICI Bank Ltd.,Financial,Equity,2.8%
Tata Motors Ltd.,Automobile,Equity,2.5%
Jubilant FoodWorks Ltd.,Services,Equity,2.5%
Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,2.3%
The Phoenix Mills Ltd.,Construction,Equity,2.2%
Aditya Birla Fashion and Retail Ltd.,Services,Equity,2.2%
Trent Ltd.,Services,Equity,2.2%
Havells India Ltd.,Capital Goods,Equity,2.1%
Bajaj Finance Ltd.,Financial,Equity,2.0%
Marico Ltd.,Consumer Staples,Equity,1.9%
Astral Ltd.,Chemicals,Equity,1.8%
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,1.7%
Vedant Fashions Ltd.,Services,Equity,1.5%
Page Industries Ltd.,Textiles,Equity,1.5%
FSN E-Commerce Ventures Ltd.,Services,Equity,1.3%
Whirlpool Of India Ltd.,Consumer Discretionary,Equity,1.2%
Barbeque-Nation Hospitality Ltd.,Services,Equity,1.1%
PB Fintech Ltd.,Services,Equity,1.0%
Metropolis Healthcare Ltd.,Healthcare,Equity,0.9%
Zomato Ltd.,Services,Equity,0.8%
Sheela Foam Ltd.,Consumer Discretionary,Equity,0.8%
Reserve Bank of India,Financial,T-Bills,0.1%
