Name,Sector,Instrument,Assets
ICICI Bank Ltd.,Financial,Equity,8.1%
HDFC Bank Ltd.,Financial,Equity,6.3%
Infosys Ltd.,Technology,Equity,5.4%
Reliance Industries Ltd.,Energy,Equity,4.3%
Axis Bank Ltd.,Financial,Equity,3.9%
Larsen & Toubro Ltd.,Construction,Equity,3.8%
Bharti Airtel Ltd.,Communication,Equity,3.4%
State Bank of India,Financial,Equity,3.3%
SBI Life Insurance Company Ltd.,Insurance,Equity,2.8%
Mahindra & Mahindra Ltd.,Automobile,Equity,2.6%
HCL Technologies Ltd.,Technology,Equity,2.3%
Housing Development Finance Corporation Ltd.,Financial,Equity,2.2%
Ultratech Cement Ltd.,Construction,Equity,2.1%
The Phoenix Mills Ltd.,Construction,Equity,2.1%
Bajaj Finance Ltd.,Financial,Equity,2.0%
Bata India Ltd.,Consumer Staples,Equity,2.0%
United Spirits Ltd.,Consumer Staples,Equity,1.9%
Hindustan Unilever Ltd.,Consumer Staples,Equity,1.4%
Crompton Greaves Consumer Electricals Ltd.,Consumer Discretionary,Equity,1.3%
Tech Mahindra Ltd.,Technology,Equity,1.3%
Hindalco Industries Ltd.,Metals & Mining,Equity,1.2%
NTPC Ltd.,Energy,Equity,1.1%
SBI Cards And Payment Services Ltd.,Financial,Equity,1.0%
Tata Consumer Products Ltd.,Consumer Staples,Equity,1.0%
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,0.9%
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,0.9%
Bandhan Bank Ltd.,Financial,Equity,0.8%
Roper Technologies INC,Capital Goods,Forgn. Eq,0.8%
Gilead Sciences Inc. (USA),Healthcare,Forgn. Eq,0.7%
Lam Research Corporation (USA),Capital Goods,Forgn. Eq,0.7%
Imperial Brands Plc,Consumer Staples,Forgn. Eq,0.7%
Gland Pharma Ltd.,Healthcare,Equity,0.7%
Emerson Electric Co.,Capital Goods,Forgn. Eq,0.7%
Experian PLC,Financial,Forgn. Eq,0.6%
Airbus SE,Services,Forgn. Eq,0.6%
BlackRock Inc,Financial,Forgn. Eq,0.6%
Blackbaud Aktie,Technology,Forgn. Eq,0.6%
State Street Corp (US),Financial,Forgn. Eq,0.6%
Sanofi SA,Healthcare,Forgn. Eq,0.6%
Westpac Banking Corp.,Financial,Forgn. Eq,0.6%
Tata Motors Ltd.,Automobile,Equity,0.6%
Tyler Technologies Inc,Technology,Forgn. Eq,0.6%
Kellogg Company,Consumer Staples,Forgn. Eq,0.6%
Ambev S.A,Consumer Staples,ADS/ADR,0.6%
Roche Holding AG Gen (UK),Financial,Forgn. Eq,0.6%
Wells Fargo,Financial,Forgn. Eq,0.5%
Australia & New Zealand Bank,Financial,Forgn. Eq,0.5%
Polaris Industries Inc.,Services,Forgn. Eq,0.5%
British American Tobacco (UK),Consumer Staples,Forgn. Eq,0.5%
Equifax Inc,Financial,Forgn. Eq,0.5%
Applied Materials Inc. (USA),Capital Goods,Forgn. Eq,0.5%
Masco Corp,Construction,Forgn. Eq,0.5%
"JD.COM, INC.",Services,Forgn. Eq,0.5%
ASML Holding N.V.,Capital Goods,Forgn. Eq,0.5%
Taiwan Semiconductor Manufacturing Co Ltd. (Taiwan),Capital Goods,ADS/ADR,0.5%
Teradyne Inc,Capital Goods,Forgn. Eq,0.5%
Rockwell Automation Inc,Capital Goods,Forgn. Eq,0.5%
Sona BLW Precision Forgings Ltd.,Automobile,Equity,0.5%
Microsoft Corportion (US),Technology,Forgn. Eq,0.4%
Alphabet Inc Class A,Services,Forgn. Eq,0.4%
Constellation Brands Inc.,Consumer Staples,Forgn. Eq,0.4%
Merck & Co Inc (US),Healthcare,Forgn. Eq,0.4%
Charles Schwab Corporation,Financial,Forgn. Eq,0.4%
Philip Morris International,Consumer Staples,Forgn. Eq,0.4%
Brambles Ltd. (Australia),Services,Forgn. Eq,0.3%
Intuit Inc. (USA),Technology,Forgn. Eq,0.3%
ServiceNow Inc,Technology,Forgn. Eq,0.3%
Zimmer Biomet Holdings,Healthcare,Forgn. Eq,0.3%
Glaxosmithkline PLC,Healthcare,Forgn. Eq,0.3%
Safran SA,Services,Forgn. Eq,0.3%
The Boeing Co,Capital Goods,Forgn. Eq,0.3%
Novartis (Switzerland),Healthcare,Forgn. Eq,0.3%
GEA Group AG (Foreign),Capital Goods,Forgn. Eq,0.3%
Anheuser Busch Inbev SA,Consumer Staples,Forgn. Eq,0.3%
Microchip Technology Inc. (USA),Capital Goods,Forgn. Eq,0.3%
Bank of New York Mellon (US),Financial,Forgn. Eq,0.3%
Japan Tobacco Inc,Consumer Staples,Forgn. Eq,0.3%
Tencent Holdings Ltd.,Technology,Forgn. Eq,0.3%
Adobe Systems Inc. (USA),Technology,Forgn. Eq,0.3%
Yum China Holdings Inc.,Services,Forgn. Eq,0.3%
Toronto Dominion Bank,Financial,Forgn. Eq,0.3%
Shimano Inc.,Diversified,Forgn. Eq,0.3%
Bayer (Germany),Diversified,Forgn. Eq,0.3%
International Flavors & Fragrances Inc,Chemicals,Forgn. Eq,0.3%
Intercontinental Exchange,Financial,Forgn. Eq,0.3%
Berkshire Hathway Inc (US),Insurance,Forgn. Eq,0.3%
Unilever PLC,Consumer Staples,Forgn. Eq,0.3%
Fortinet Inc,Technology,Forgn. Eq,0.3%
Royal Bank Of Canada,Financial,Forgn. Eq,0.2%
Kao Corporation,Consumer Staples,Forgn. Eq,0.2%
Western Union (US),Financial,Forgn. Eq,0.2%
Intel Corporation (USA),Capital Goods,Forgn. Eq,0.2%
London Stock Exchange Group PLC,Financial,Forgn. Eq,0.2%
Guidewire Software Inc.,Technology,Forgn. Eq,0.2%
Comcast Corporation (USA),Services,Forgn. Eq,0.2%
James Hardie Industries plc,Construction,Forgn. Eq,0.2%
Medtronic,Healthcare,Forgn. Eq,0.2%
TransUnion,Financial,Forgn. Eq,0.2%
Amazon. com Inc. (USA),Services,Forgn. Eq,0.2%
