Name,Sector,Instrument,Assets
ICICI Bank Ltd.,Financial,Equity,6.1%
ITC Ltd.,Consumer Staples,Equity,5.6%
Hindustan Unilever Ltd.,Consumer Staples,Equity,5.2%
State Bank of India,Financial,Equity,4.5%
Axis Bank Ltd.,Financial,Equity,4.5%
HDFC Bank Ltd.,Financial,Equity,4.4%
Titan Company Ltd.,Consumer Discretionary,Equity,3.7%
The Indian Hotels Company Ltd.,Services,Equity,3.1%
Maruti Suzuki India Ltd.,Automobile,Equity,3.1%
Godrej Consumer Products Ltd.,Consumer Staples,Equity,3.0%
Bharti Airtel Ltd.,Communication,Equity,2.9%
United Breweries Ltd.,Consumer Staples,Equity,2.9%
Bata India Ltd.,Consumer Staples,Equity,2.8%
United Spirits Ltd.,Consumer Staples,Equity,2.8%
SBI Cards And Payment Services Ltd.,Financial,Equity,2.6%
Trent Ltd.,Services,Equity,2.5%
Indusind Bank Ltd.,Financial,Equity,2.3%
Bajaj Finance Ltd.,Financial,Equity,2.3%
Westlife Foodworld Ltd,Services,Equity,2.3%
Tata Consumer Products Ltd.,Consumer Staples,Equity,2.2%
Page Industries Ltd.,Textiles,Equity,2.2%
City Union Bank Ltd.,Financial,Equity,2.1%
JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,2.0%
ZF Commercial Vehicle Control Systems India Ltd.,Automobile,Equity,1.9%
Kei Industries Ltd.,Capital Goods,Equity,1.9%
Varun Beverages Ltd.,Consumer Staples,Equity,1.9%
Polycab India Ltd.,Capital Goods,Equity,1.7%
Havells India Ltd.,Capital Goods,Equity,1.7%
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,1.6%
SBI Life Insurance Company Ltd.,Insurance,Equity,1.6%
Voltas Ltd.,Consumer Discretionary,Equity,1.5%
Avenue Supermarts Ltd.,Services,Equity,1.5%
Tata Motors Ltd.,Automobile,Equity,1.3%
UNO Minda Ltd.,Automobile,Equity,1.3%
Kansai Nerolac Paints Ltd.,Chemicals,Equity,1.1%
Ashok Leyland Ltd.,Automobile,Equity,1.0%
Samvardhana Motherson International Ltd.,Automobile,Equity,0.6%
