Name,Sector,Instrument,Assets
Microsoft Corportion (US),Technology,Forgn. Eq,8.0%
Mastercard Inc,Financial,Forgn. Eq,8.0%
Iqvia Holdings,Healthcare,Forgn. Eq,7.5%
Amerisource Bergen Corp,Services,Forgn. Eq,6.8%
Alphabet Inc Class A,Services,Forgn. Eq,6.7%
Enbridge Inc.,Energy,Forgn. Eq,5.9%
Booking Holdings Inc,Services,Forgn. Eq,5.7%
Anthem Inc.,Healthcare,Forgn. Eq,5.4%
Visa Inc,Financial,Forgn. Eq,5.0%
Fidelity National Information Services I,Technology,Forgn. Eq,4.3%
Charles Schwab Corporation,Financial,Forgn. Eq,4.3%
CarMax Inc,Services,Forgn. Eq,3.6%
Facebook Co,Services,Forgn. Eq,3.5%
United Health Group Inc.,Healthcare,Forgn. Eq,3.5%
Amazon. com Inc. (USA),Services,Forgn. Eq,3.5%
The Walt Disney Company,Services,Forgn. Eq,3.4%
NetFlix Inc. (USA),Services,Forgn. Eq,2.6%
Fiserv Inc. (USA),Technology,Forgn. Eq,2.3%
Uber Technologies Inc.,Technology,Forgn. Eq,2.0%
CVS Health Corporation,Healthcare,Forgn. Eq,1.9%
Adobe Systems Inc. (USA),Technology,Forgn. Eq,1.4%
Ecolab Inc,Chemicals,Forgn. Eq,1.2%
Autodesk Inc. (USA),Technology,Forgn. Eq,1.2%
Salesforce Com.,Technology,Forgn. Eq,1.1%
