Name,Sector,Instrument,Assets
ICICI Bank Ltd.,Financial,Equity,7.2%
Reliance Industries Ltd.,Energy,Equity,6.6%
HDFC Bank Ltd.,Financial,Equity,6.2%
Infosys Ltd.,Technology,Equity,5.5%
Axis Bank Ltd.,Financial,Equity,4.2%
Larsen & Toubro Ltd.,Construction,Equity,3.9%
ITC Ltd.,Consumer Staples,Equity,2.9%
Maruti Suzuki India Ltd.,Automobile,Equity,2.9%
State Bank of India,Financial,Equity,2.8%
Housing Development Finance Corporation Ltd.,Financial,Equity,2.5%
Mahindra & Mahindra Ltd.,Automobile,Equity,2.5%
Tata Consultancy Services Ltd.,Technology,Equity,2.5%
Ultratech Cement Ltd.,Construction,Equity,2.3%
Bharti Airtel Ltd.,Communication,Equity,2.1%
Hindustan Unilever Ltd.,Consumer Staples,Equity,2.1%
Kotak Mahindra Bank Ltd.,Financial,Equity,2.0%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1.9%
Persistent Systems Ltd.,Technology,Equity,1.8%
Bajaj Finance Ltd.,Financial,Equity,1.6%
Bharat Forge Ltd.,Automobile,Equity,1.6%
Hindalco Industries Ltd.,Metals & Mining,Equity,1.6%
Interglobe Aviation Ltd.,Services,Equity,1.5%
Godrej Consumer Products Ltd.,Consumer Staples,Equity,1.5%
Container Corporation Of India Ltd.,Services,Equity,1.4%
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,1.4%
United Breweries Ltd.,Consumer Staples,Equity,1.3%
Eicher Motors Ltd.,Automobile,Equity,1.3%
Titan Company Ltd.,Consumer Discretionary,Equity,1.2%
Bharat Petroleum Corporation Ltd.,Energy,Equity,1.2%
Zydus Lifesciences Ltd.,Healthcare,Equity,1.1%
Indraprastha Gas Ltd.,Energy,Equity,1.0%
Coromandel International Ltd.,Chemicals,Equity,1.0%
HDFC Life Insurance Co Ltd.,Insurance,Equity,1.0%
Gland Pharma Ltd.,Healthcare,Equity,1.0%
United Spirits Ltd.,Consumer Staples,Equity,0.9%
Solar Industries India Ltd.,Chemicals,Equity,0.9%
Gujarat State Petronet Ltd.,Energy,Equity,0.9%
HCL Technologies Ltd.,Technology,Equity,0.9%
Bata India Ltd.,Consumer Staples,Equity,0.9%
V-Guard Industries Ltd.,Consumer Discretionary,Equity,0.8%
Bosch Ltd.,Automobile,Equity,0.8%
SBI Cards And Payment Services Ltd.,Financial,Equity,0.8%
Schaeffler India Ltd.,Capital Goods,Equity,0.8%
Samvardhana Motherson International Ltd.,Automobile,Equity,0.7%
Apollo Tyres Ltd.,Automobile,Equity,0.7%
Shree Cement Ltd.,Construction,Equity,0.7%
LTIMindtree Ltd.,Technology,Equity,0.6%
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,0.6%
Tech Mahindra Ltd.,Technology,Equity,0.6%
Oberoi Realty Ltd.,Construction,Equity,0.6%
Bank Of Baroda,Financial,Equity,0.5%
FSN E-Commerce Ventures Ltd.,Services,Equity,0.5%
Mahindra Lifespace Developers Ltd.,Construction,Equity,0.4%
AU Small Finance Bank Ltd.,Financial,Equity,0.4%
Life Insurance Corporation of India,Insurance,Equity,0.4%
Max Financial Services Ltd.,Financial,Equity,0.3%
Motherson Sumi Wiring India Ltd.,Automobile,Equity,0.3%
The Ramco Cements Ltd.,Construction,Equity,0.2%
