Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,7.8%
ICICI Bank Ltd.,Financial,Equity,7.8%
Infosys Ltd.,Technology,Equity,6.5%
State Bank of India,Financial,Equity,4.8%
Reliance Industries Ltd.,Energy,Equity,4.2%
Axis Bank Ltd.,Financial,Equity,4.2%
Ultratech Cement Ltd.,Construction,Equity,2.4%
Tata Consultancy Services Ltd.,Technology,Equity,2.3%
Hindustan Unilever Ltd.,Consumer Staples,Equity,2.2%
Bharti Airtel Ltd.,Communication,Equity,2.1%
Bajaj Finance Ltd.,Financial,Equity,2.1%
Larsen & Toubro Ltd.,Construction,Equity,1.9%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1.8%
Schaeffler India Ltd.,Capital Goods,Equity,1.7%
Housing Development Finance Corporation Ltd.,Financial,Equity,1.7%
United Spirits Ltd.,Consumer Staples,Equity,1.6%
PI Industries Ltd.,Chemicals,Equity,1.5%
Abbott India Ltd.,Healthcare,Equity,1.5%
Oberoi Realty Ltd.,Construction,Equity,1.5%
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,1.4%
The Indian Hotels Company Ltd.,Services,Equity,1.4%
Indusind Bank Ltd.,Financial,Equity,1.4%
Max Healthcare Institute Ltd.,Healthcare,Equity,1.3%
UNO Minda Ltd.,Automobile,Equity,1.3%
Page Industries Ltd.,Textiles,Equity,1.2%
Maruti Suzuki India Ltd.,Automobile,Equity,1.2%
Kotak Mahindra Bank Ltd.,Financial,Equity,1.2%
Hindalco Industries Ltd.,Metals & Mining,Equity,1.2%
ABB India Ltd.,Capital Goods,Equity,1.2%
NTPC Ltd.,Energy,Equity,1.1%
Bharat Electronics Ltd.,Capital Goods,Equity,1.1%
Blue Dart Express Ltd.,Services,Equity,1.1%
Trent Ltd.,Services,Equity,1.1%
ZF Commercial Vehicle Control Systems India Ltd.,Automobile,Equity,1.1%
JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,1.0%
Atul Ltd.,Chemicals,Equity,1.0%
SBI Cards And Payment Services Ltd.,Financial,Equity,1.0%
Navin Fluorine International Ltd.,Chemicals,Equity,1.0%
Vinati Organics Ltd.,Chemicals,Equity,0.9%
Titan Company Ltd.,Consumer Discretionary,Equity,0.9%
JK Cement Ltd.,Construction,Equity,0.9%
Ashok Leyland Ltd.,Automobile,Equity,0.8%
Asian Paints Ltd.,Chemicals,Equity,0.8%
Bata India Ltd.,Consumer Staples,Equity,0.8%
Godrej Consumer Products Ltd.,Consumer Staples,Equity,0.8%
Honeywell Automation India Ltd.,Capital Goods,Equity,0.8%
Container Corporation Of India Ltd.,Services,Equity,0.8%
Sona BLW Precision Forgings Ltd.,Automobile,Equity,0.8%
Samvardhana Motherson International Ltd.,Automobile,Equity,0.7%
Siemens Ltd.,Capital Goods,Equity,0.7%
Mphasis Ltd.,Technology,Equity,0.7%
TCI Express Ltd.,Services,Equity,0.7%
SBI Life Insurance Company Ltd.,Insurance,Equity,0.7%
Tata Motors Ltd.,Automobile,Equity,0.7%
Bajaj Auto Ltd.,Automobile,Equity,0.6%
Avenue Supermarts Ltd.,Services,Equity,0.4%
Gland Pharma Ltd.,Healthcare,Equity,0.4%
Gujarat Gas Ltd.,Energy,Equity,0.4%
Voltas Ltd.,Consumer Discretionary,Equity,0.3%
