Name,Sector,Instrument,Assets
ICICI Bank Ltd.,Financial,Equity,7.4%
State Bank of India,Financial,Equity,4.4%
NTPC Ltd.,Energy,Equity,4.3%
Infosys Ltd.,Technology,Equity,3.8%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,3.8%
The Federal Bank Ltd.,Financial,Equity,3.7%
HDFC Bank Ltd.,Financial,Equity,3.6%
ITC Ltd.,Consumer Staples,Equity,3.0%
Mahindra & Mahindra Ltd.,Automobile,Equity,2.8%
Reliance Industries Ltd.,Energy,Equity,2.7%
Axis Bank Ltd.,Financial,Equity,2.4%
Jindal Stainless Ltd.,Metals & Mining,Equity,2.4%
Larsen & Toubro Ltd.,Construction,Equity,2.4%
JK Lakshmi Cement Ltd.,Construction,Equity,2.3%
Indian Bank,Financial,Equity,2.3%
KEC International Ltd.,Capital Goods,Equity,2.2%
Canara Bank,Financial,Equity,2.0%
Karur Vysya Bank Ltd.,Financial,Equity,1.7%
Bharti Airtel Ltd.,Communication,Equity,1.7%
Hindustan Aeronautics Ltd.,Capital Goods,Equity,1.6%
Bosch Ltd.,Automobile,Equity,1.6%
Ratnamani Metals & Tubes Ltd.,Metals & Mining,Equity,1.6%
KNR Constructions Ltd.,Construction,Equity,1.5%
Oberoi Realty Ltd.,Construction,Equity,1.5%
Escorts Kubota Ltd.,Automobile,Equity,1.4%
Coromandel International Ltd.,Chemicals,Equity,1.4%
The Indian Hotels Company Ltd.,Services,Equity,1.4%
JK Paper Ltd.,Consumer Staples,Equity,1.4%
PNC Infratech Ltd.,Construction,Equity,1.4%
Brigade Enterprises Ltd.,Construction,Equity,1.3%
K.P.R. Mill Ltd.,Textiles,Equity,1.3%
Birla Corporation Ltd.,Construction,Equity,1.2%
Varun Beverages Ltd.,Consumer Staples,Equity,1.1%
Tech Mahindra Ltd.,Technology,Equity,1.1%
The Ramco Cements Ltd.,Construction,Equity,1.1%
Emami Ltd.,Consumer Staples,Equity,1.1%
Persistent Systems Ltd.,Technology,Equity,1.1%
Godrej Consumer Products Ltd.,Consumer Staples,Equity,1.0%
Birlasoft Ltd.,Technology,Equity,0.9%
Can Fin Homes Ltd.,Financial,Equity,0.9%
Jindal Steel & Power Ltd.,Metals & Mining,Equity,0.9%
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,0.9%
Vardhman Textiles Ltd.,Textiles,Equity,0.9%
Kirloskar Oil Engines Ltd.,Capital Goods,Equity,0.8%
Hindalco Industries Ltd.,Metals & Mining,Equity,0.8%
Maruti Suzuki India Ltd.,Automobile,Equity,0.8%
Navin Fluorine International Ltd.,Chemicals,Equity,0.8%
Balkrishna Industries Ltd.,Automobile,Equity,0.8%
Deepak Nitrite Ltd.,Chemicals,Equity,0.8%
Zee Entertainment Enterprises Ltd.,Services,Equity,0.8%
Ipca Laboratories Ltd.,Healthcare,Equity,0.7%
HCL Technologies Ltd.,Technology,Equity,0.7%
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,Chemicals,Equity,0.5%
Muthoot Finance Ltd.,Financial,Equity,0.5%
Supreme Petrochem Ltd.,Chemicals,Equity,0.4%
CCL Products (India) Ltd.,Consumer Staples,Equity,0.4%
Eureka Forbes Ltd.,Metals & Mining,Equity,0.3%
eClerx Services Ltd.,Services,Equity,0.3%
Finolex Cables Ltd.,Capital Goods,Equity,0.3%
