Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,6.7%
State Bank of India,Financial,Equity,4.6%
Infosys Ltd.,Technology,Equity,4.6%
Kalpataru Power Transmission Ltd.,Capital Goods,Equity,4.3%
ICICI Bank Ltd.,Financial,Equity,3.6%
REC Ltd.,Financial,Equity,3.6%
Larsen & Toubro Ltd.,Construction,Equity,3.3%
Ultratech Cement Ltd.,Construction,Equity,3.2%
Aditya Birla Fashion and Retail Ltd.,Services,Equity,3.2%
SKF India Ltd.,Capital Goods,Equity,3.1%
Axis Bank Ltd.,Financial,Equity,3.0%
HCL Technologies Ltd.,Technology,Equity,3.0%
Cummins India Ltd.,Capital Goods,Equity,2.8%
Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,2.8%
Fortis Healthcare Ltd.,Healthcare,Equity,2.7%
Indian Oil Corporation Ltd.,Energy,Equity,2.7%
NTPC Ltd.,Energy,Equity,2.4%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,2.4%
Godrej Consumer Products Ltd.,Consumer Staples,Equity,2.3%
Bharat Forge Ltd.,Automobile,Equity,2.2%
Hero Motocorp Ltd.,Automobile,Equity,2.1%
Kirloskar Ferrous Industries Ltd.,Metals & Mining,Equity,2.1%
Britannia Industries Ltd.,Consumer Staples,Equity,2.1%
Maruti Suzuki India Ltd.,Automobile,Equity,2.1%
Balrampur Chini Mills Ltd.,Consumer Staples,Equity,2.0%
Indraprastha Gas Ltd.,Energy,Equity,2.0%
Bank Of Baroda,Financial,Equity,1.9%
CG Power and Industrial Solutions Ltd.,Capital Goods,Equity,1.8%
Hindalco Industries Ltd.,Metals & Mining,Equity,1.6%
Vardhman Textiles Ltd.,Textiles,Equity,1.6%
Hindustan Aeronautics Ltd.,Capital Goods,Equity,1.4%
Vedanta Ltd.,Metals & Mining,Equity,1.4%
CESC Ltd.,Energy,Equity,1.3%
Welspun India Ltd.,Textiles,Equity,1.3%
One97 Communications Ltd.,Services,Equity,1.1%
Bharti Airtel Ltd.,Communication,Equity,1.0%
Bharti Airtel Ltd. - (Partly Paid up Equity Shares (Rights Issue)),Communication,PPE,0.1%
