Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,9.2%
ICICI Bank Ltd.,Financial,Equity,7.8%
Infosys Ltd.,Technology,Equity,4.7%
Reliance Industries Ltd.,Energy,Equity,4.6%
Larsen & Toubro Ltd.,Construction,Equity,4.6%
ITC Ltd.,Consumer Staples,Equity,4.5%
State Bank of India,Financial,Equity,3.6%
Housing Development Finance Corporation Ltd.,Financial,Equity,3.6%
Axis Bank Ltd.,Financial,Equity,2.9%
Divi's Laboratories Ltd.,Healthcare,Equity,2.7%
Mahindra & Mahindra Ltd.,Automobile,Equity,2.7%
Britannia Industries Ltd.,Consumer Staples,Equity,2.6%
HCL Technologies Ltd.,Technology,Equity,2.3%
Eicher Motors Ltd.,Automobile,Equity,2.2%
Bharti Airtel Ltd.,Communication,Equity,2.0%
Shree Cement Ltd.,Construction,Equity,1.8%
Hindalco Industries Ltd.,Metals & Mining,Equity,1.8%
Cummins India Ltd.,Capital Goods,Equity,1.8%
Page Industries Ltd.,Textiles,Equity,1.6%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1.5%
Cipla Ltd.,Healthcare,Equity,1.5%
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,1.4%
HDFC Life Insurance Co Ltd.,Insurance,Equity,1.3%
Ultratech Cement Ltd.,Construction,Equity,1.3%
Sona BLW Precision Forgings Ltd.,Automobile,Equity,1.2%
Max Healthcare Institute Ltd.,Healthcare,Equity,1.2%
DLF Ltd. - (DLF),Construction,Equity,1.2%
Kotak Mahindra Bank Ltd.,Financial,Equity,1.1%
ICICI Prudential Life Insurance Company Ltd.,Insurance,Equity,1.1%
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,1.1%
Maruti Suzuki India Ltd.,Automobile,Equity,1.0%
Samvardhana Motherson International Ltd.,Automobile,Equity,0.9%
Bajaj Auto Ltd.,Automobile,Equity,0.9%
Thermax Ltd.,Capital Goods,Equity,0.9%
SKF India Ltd.,Capital Goods,Equity,0.9%
Godrej Properties Ltd.,Construction,Equity,0.9%
Hero Motocorp Ltd.,Automobile,Equity,0.8%
Schaeffler India Ltd.,Capital Goods,Equity,0.8%
Bharat Electronics Ltd.,Capital Goods,Equity,0.8%
Motherson Sumi Wiring India Ltd.,Automobile,Equity,0.7%
TVS Motor Company Ltd.,Automobile,Equity,0.7%
PI Industries Ltd.,Chemicals,Equity,0.6%
Indian Oil Corporation Ltd.,Energy,Equity,0.5%
Avenue Supermarts Ltd.,Services,Equity,0.5%
Hindustan Petroleum Corporation Ltd.,Energy,Equity,0.5%
Bharat Petroleum Corporation Ltd.,Energy,Equity,0.4%
Life Insurance Corporation of India,Insurance,Equity,0.4%
Bajaj Finance Ltd.,Financial,Equity,0.4%
Housing Development Finance Corporation Ltd.,Financial,Warrant,0.3%
Zomato Ltd.,Services,Equity,0.2%
Reserve Bank of India,Financial,T-Bills,0.1%
