Name,Sector,Instrument,Assets
Reliance Industries Ltd.,Energy,Equity,8.1%
ITC Ltd.,Consumer Staples,Equity,6.8%
Punjab National Bank,Financial,Equity,5.8%
State Bank of India,Financial,Equity,5.6%
Adani Ports and Special Economic Zone Ltd.,Services,Equity,5.3%
United Spirits Ltd.,Consumer Staples,Equity,5.1%
Union Bank of India,Financial,Equity,5.0%
HDFC Bank Ltd.,Financial,Equity,4.1%
Jindal Steel & Power Ltd.,Metals & Mining,Equity,4.0%
Hindalco Industries Ltd.,Metals & Mining,Equity,4.0%
Life Insurance Corporation of India,Insurance,Equity,3.6%
Grindwell Norton Ltd.,Metals & Mining,Equity,3.1%
Fortis Healthcare Ltd.,Healthcare,Equity,3.0%
Macrotech Developers Ltd.,Construction,Equity,2.7%
Wipro Ltd.,Technology,Equity,2.5%
Bikaji Foods International Ltd.,Consumer Staples,Equity,2.4%
Tata Communications Ltd.,Communication,Equity,2.2%
The Indian Hotels Company Ltd.,Services,Equity,2.2%
Cummins India Ltd.,Capital Goods,Equity,2.2%
Oracle Financial Services Software Ltd.,Technology,Equity,2.1%
Bosch Ltd.,Automobile,Equity,1.9%
REC Ltd.,Financial,Equity,1.7%
Bharat Petroleum Corporation Ltd.,Energy,Equity,1.7%
GAIL (India) Ltd.,Energy,Equity,1.6%
UPL Ltd.,Chemicals,Equity,1.5%
Hindustan Petroleum Corporation Ltd.,Energy,Equity,1.5%
Bharti Airtel Ltd.,Communication,Equity,1.3%
Canara Bank,Financial,Equity,1.3%
Voltas Ltd.,Consumer Discretionary,Equity,1.0%
National Aluminium Company Ltd.,Metals & Mining,Equity,0.9%
Escorts Kubota Ltd.,Automobile,Equity,0.7%
Bharat Forge Ltd.,Automobile,Equity,0.6%
Piramal Pharma Ltd.,Healthcare,Equity,0.6%
Maruti Suzuki India Ltd.,Automobile,Equity,0.5%
Piramal Enterprises Ltd.,Healthcare,Equity,0.5%
Kotak Mahindra Bank Ltd.,Financial,Equity,0.5%
Sun TV Network Ltd.,Services,Equity,0.4%
Crisil Ltd.,Services,Equity,0.4%
Tata Consumer Products Ltd.,Consumer Staples,Equity,0.4%
