Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,6.8%
Reliance Industries Ltd.,Energy,Equity,6.5%
Axis Bank Ltd.,Financial,Equity,5.1%
Fortis Healthcare Ltd.,Healthcare,Equity,5.0%
Housing Development Finance Corporation Ltd.,Financial,Equity,4.8%
Britannia Industries Ltd.,Consumer Staples,Equity,4.6%
Infosys Ltd.,Technology,Equity,4.5%
ICICI Bank Ltd.,Financial,Equity,4.2%
State Bank of India,Financial,Equity,4.1%
Larsen & Toubro Ltd.,Construction,Equity,4.1%
Maruti Suzuki India Ltd.,Automobile,Equity,4.0%
HCL Technologies Ltd.,Technology,Equity,4.0%
ITC Ltd.,Consumer Staples,Equity,3.9%
Indian Oil Corporation Ltd.,Energy,Equity,3.6%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,3.5%
Aditya Birla Fashion and Retail Ltd.,Services,Equity,3.1%
Tata Consultancy Services Ltd.,Technology,Equity,3.1%
ACC Ltd.,Construction,Equity,3.1%
TVS Motor Company Ltd.,Automobile,Equity,2.4%
Ultratech Cement Ltd.,Construction,Equity,2.3%
Hindalco Industries Ltd.,Metals & Mining,Equity,2.2%
The Federal Bank Ltd.,Financial,Equity,1.9%
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,1.8%
NTPC Ltd.,Energy,Equity,1.6%
Power Grid Corporation Of India Ltd.,Energy,Equity,1.5%
Mahindra & Mahindra Ltd.,Automobile,Equity,1.5%
Bank Of Baroda,Financial,Equity,1.5%
Bharti Airtel Ltd.,Communication,Equity,1.3%
Gujarat Gas Ltd.,Energy,Equity,1.0%
