Name,Sector,Instrument,Assets
ICICI Bank Ltd.,Financial,Equity,9.2%
Reliance Industries Ltd.,Energy,Equity,6.6%
Axis Bank Ltd.,Financial,Equity,5.9%
Infosys Ltd.,Technology,Equity,4.6%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,3.7%
SBI Life Insurance Company Ltd.,Insurance,Equity,3.5%
Indusind Bank Ltd.,Financial,Equity,3.2%
Housing Development Finance Corporation Ltd.,Financial,Equity,3.1%
HDFC Bank Ltd.,Financial,Equity,3.1%
Shree Cement Ltd.,Construction,Equity,3.0%
Tata Consultancy Services Ltd.,Technology,Equity,2.7%
UNO Minda Ltd.,Automobile,Equity,2.6%
Tata Consumer Products Ltd.,Consumer Staples,Equity,2.4%
The Phoenix Mills Ltd.,Construction,Equity,2.3%
CG Power and Industrial Solutions Ltd.,Capital Goods,Equity,2.2%
Ashok Leyland Ltd.,Automobile,Equity,2.2%
The Indian Hotels Company Ltd.,Services,Equity,2.2%
Valiant Organics Ltd.,Healthcare,Equity,2.1%
Polycab India Ltd.,Capital Goods,Equity,2.1%
Bajaj Finance Ltd.,Financial,Equity,2.0%
Wipro Ltd.,Technology,Equity,2.0%
ZF Commercial Vehicle Control Systems India Ltd.,Automobile,Equity,1.7%
Radico Khaitan Ltd.,Consumer Staples,Equity,1.7%
Suprajit Engineering Ltd.,Automobile,Equity,1.6%
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,1.6%
JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,1.5%
Ultratech Cement Ltd.,Construction,Equity,1.5%
Honeywell Automation India Ltd.,Capital Goods,Equity,1.5%
Hero Motocorp Ltd.,Automobile,Equity,1.3%
HCL Technologies Ltd.,Technology,Equity,1.2%
Divi's Laboratories Ltd.,Healthcare,Equity,1.2%
Coal India Ltd.,Energy,Equity,1.2%
Laurus Labs Ltd.,Healthcare,Equity,1.1%
Tata Motors Ltd. - DVR Ordinary,Automobile,Equity,1.0%
Titan Company Ltd.,Consumer Discretionary,Equity,0.9%
Bank Of Baroda,Financial,Equity,0.9%
Carborundum Universal Ltd.,Metals & Mining,Equity,0.8%
State Bank of India,Financial,Equity,0.8%
Apollo Tyres Ltd.,Automobile,Equity,0.7%
Bharti Airtel Ltd.,Communication,Equity,0.7%
Northern ARC Capital Ltd.,Financial,CP,0.5%
Mahindra & Mahindra Ltd.,Automobile,Equity,0.4%
Can Fin Homes Ltd.,Financial,Equity,0.4%
Jubilant FoodWorks Ltd.,Services,Equity,0.4%
Muthoot Finance Ltd.,Financial,Debenture,0.3%
H.G. Infra Engineering Ltd.,Construction,Equity,0.3%
Larsen & Toubro Ltd.,Construction,Equity,0.3%
The Federal Bank Ltd.,Financial,Equity,0.2%
Housing Development Finance Corporation Ltd.,Financial,Debenture,0.1%
Bharti Airtel Ltd. - (Partly Paid up Equity Shares (Rights Issue)),Communication,PPE,0.1%
