Name,Sector,Instrument,Assets
ICICI Bank Ltd.,Financial,Equity,5.4%
Infosys Ltd.,Technology,Equity,4.7%
HDFC Bank Ltd.,Financial,Equity,4.4%
State Bank of India,Financial,Equity,3.9%
Reliance Industries Ltd.,Energy,Equity,3.8%
Axis Bank Ltd.,Financial,Equity,3.5%
Larsen & Toubro Ltd.,Construction,Equity,3.3%
Bharti Airtel Ltd.,Communication,Equity,2.8%
ITC Ltd.,Consumer Staples,Equity,2.5%
Ultratech Cement Ltd.,Construction,Equity,2.5%
Cummins India Ltd.,Capital Goods,Equity,2.4%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,2.3%
NTPC Ltd.,Energy,Equity,2.2%
Maruti Suzuki India Ltd.,Automobile,Equity,2.1%
Hero Motocorp Ltd.,Automobile,Equity,2.0%
Bank Of Baroda,Financial,Equity,2.0%
The Federal Bank Ltd.,Financial,Equity,2.0%
Bharat Forge Ltd.,Automobile,Equity,1.9%
Hindustan Unilever Ltd.,Consumer Staples,Equity,1.8%
Bharat Electronics Ltd.,Capital Goods,Equity,1.7%
Jindal Steel & Power Ltd.,Metals & Mining,Equity,1.7%
Supreme Industries Ltd.,Chemicals,Equity,1.6%
Tata Consultancy Services Ltd.,Technology,Equity,1.6%
AU Small Finance Bank Ltd.,Financial,Equity,1.6%
Housing Development Finance Corporation Ltd.,Financial,Equity,1.6%
Mahindra & Mahindra Ltd.,Automobile,Equity,1.5%
Godrej Consumer Products Ltd.,Consumer Staples,Equity,1.5%
HCL Technologies Ltd.,Technology,Equity,1.5%
SRF Ltd.,Diversified,Equity,1.5%
Bosch Ltd.,Automobile,Equity,1.4%
United Breweries Ltd.,Consumer Staples,Equity,1.4%
Power Finance Corporation Ltd.,Financial,Equity,1.4%
SBI Life Insurance Company Ltd.,Insurance,Equity,1.4%
Persistent Systems Ltd.,Technology,Equity,1.4%
Interglobe Aviation Ltd.,Services,Equity,1.4%
Torrent Pharmaceuticals Ltd.,Healthcare,Equity,1.3%
Kalpataru Power Transmission Ltd.,Capital Goods,Equity,1.3%
Oberoi Realty Ltd.,Construction,Equity,1.2%
LIC Housing Finance Ltd.,Financial,Equity,1.2%
Whirlpool Of India Ltd.,Consumer Discretionary,Equity,1.1%
Hindalco Industries Ltd.,Metals & Mining,Equity,1.0%
Shree Cement Ltd.,Construction,Equity,1.0%
Kajaria Ceramics Ltd.,Construction,Equity,0.9%
Alkem Laboratories Ltd.,Healthcare,Equity,0.9%
Exide Industries Ltd.,Capital Goods,Equity,0.9%
Gujarat State Petronet Ltd.,Energy,Equity,0.8%
Indusind Bank Ltd.,Financial,Equity,0.7%
Emami Ltd.,Consumer Staples,Equity,0.7%
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,0.7%
Cipla Ltd.,Healthcare,Equity,0.6%
Aavas Financiers Ltd.,Financial,Equity,0.5%
Zydus Lifesciences Ltd.,Healthcare,Equity,0.5%
Bata India Ltd.,Consumer Staples,Equity,0.5%
Karur Vysya Bank Ltd.,Financial,Equity,0.5%
Elin Electronics Ltd.,Capital Goods,Equity,0.4%
Jubilant FoodWorks Ltd.,Services,Equity,0.4%
Prudent Corporate Advisory Services Ltd.,Financial,Equity,0.3%
The Ramco Cements Ltd.,Construction,Equity,0.3%
Hindustan Petroleum Corporation Ltd.,Energy,Equity,0.2%
Bharti Airtel Ltd. - (Partly Paid up Equity Shares (Rights Issue)),Communication,PPE,0.1%
