Name,Sector,Instrument,Assets
Gilead Sciences Inc. (USA),Healthcare,Forgn. Eq,2.9%
Imperial Brands Plc,Consumer Staples,Forgn. Eq,2.6%
Kellogg Company,Consumer Staples,Forgn. Eq,2.6%
Emerson Electric Co.,Capital Goods,Forgn. Eq,2.5%
State Street Corp (US),Financial,Forgn. Eq,2.4%
Airbus SE,Services,Forgn. Eq,2.4%
Ambev S.A,Consumer Staples,ADS/ADR,2.3%
Blackbaud Aktie,Technology,Forgn. Eq,2.3%
Experian PLC,Financial,Forgn. Eq,2.2%
BlackRock Inc,Financial,Forgn. Eq,2.2%
Westpac Banking Corp.,Financial,Forgn. Eq,2.2%
Constellation Brands Inc.,Consumer Staples,Forgn. Eq,2.2%
British American Tobacco (UK),Consumer Staples,Forgn. Eq,2.1%
Sanofi SA,Healthcare,Forgn. Eq,2.1%
Roper Technologies INC,Capital Goods,Forgn. Eq,2.0%
Australia & New Zealand Bank,Financial,Forgn. Eq,2.0%
Applied Materials Inc. (USA),Capital Goods,Forgn. Eq,2.0%
Lam Research Corporation (USA),Capital Goods,Forgn. Eq,2.0%
Masco Corp,Construction,Forgn. Eq,1.9%
"JD.COM, INC.",Services,Forgn. Eq,1.8%
Teradyne Inc,Capital Goods,Forgn. Eq,1.8%
Wells Fargo,Financial,Forgn. Eq,1.8%
Polaris Industries Inc.,Services,Forgn. Eq,1.8%
Tyler Technologies Inc,Technology,Forgn. Eq,1.8%
Roche Holding AG Gen (UK),Financial,Forgn. Eq,1.7%
Taiwan Semiconductor Manufacturing Co Ltd. (Taiwan),Capital Goods,ADS/ADR,1.7%
Microsoft Corportion (US),Technology,Forgn. Eq,1.7%
Equifax Inc,Financial,Forgn. Eq,1.7%
Japan Tobacco Inc,Consumer Staples,Forgn. Eq,1.5%
Philip Morris International,Consumer Staples,Forgn. Eq,1.5%
Alphabet Inc Class A,Services,Forgn. Eq,1.4%
Unilever PLC,Consumer Staples,Forgn. Eq,1.3%
Merck & Co Inc (US),Healthcare,Forgn. Eq,1.3%
ASML Holding N.V.,Capital Goods,Forgn. Eq,1.3%
Novartis (Switzerland),Healthcare,Forgn. Eq,1.3%
Berkshire Hathway Inc (US),Insurance,Forgn. Eq,1.2%
Anheuser Busch Inbev SA,Consumer Staples,Forgn. Eq,1.2%
Safran SA,Services,Forgn. Eq,1.2%
Charles Schwab Corporation,Financial,Forgn. Eq,1.2%
Bank of New York Mellon (US),Financial,Forgn. Eq,1.1%
Intercontinental Exchange,Financial,Forgn. Eq,1.1%
Yum China Holdings Inc.,Services,Forgn. Eq,1.1%
Tencent Holdings Ltd.,Technology,Forgn. Eq,1.1%
Microchip Technology Inc. (USA),Capital Goods,Forgn. Eq,1.1%
Zimmer Biomet Holdings,Healthcare,Forgn. Eq,1.1%
London Stock Exchange Group PLC,Financial,Forgn. Eq,1.1%
Adobe Systems Inc. (USA),Technology,Forgn. Eq,1.0%
GEA Group AG (Foreign),Capital Goods,Forgn. Eq,1.0%
Rockwell Automation Inc,Capital Goods,Forgn. Eq,1.0%
Brambles Ltd. (Australia),Services,Forgn. Eq,1.0%
Shimano Inc.,Diversified,Forgn. Eq,1.0%
International Flavors & Fragrances Inc,Chemicals,Forgn. Eq,1.0%
Guidewire Software Inc.,Technology,Forgn. Eq,0.9%
Fortinet Inc,Technology,Forgn. Eq,0.9%
Western Union (US),Financial,Forgn. Eq,0.9%
Toronto Dominion Bank,Financial,Forgn. Eq,0.9%
Intuit Inc. (USA),Technology,Forgn. Eq,0.9%
ServiceNow Inc,Technology,Forgn. Eq,0.9%
Kao Corporation,Consumer Staples,Forgn. Eq,0.9%
Bayer (Germany),Diversified,Forgn. Eq,0.9%
The Boeing Co,Capital Goods,Forgn. Eq,0.9%
Medtronic,Healthcare,Forgn. Eq,0.8%
Comcast Corporation (USA),Services,Forgn. Eq,0.8%
TransUnion,Financial,Forgn. Eq,0.8%
Glaxosmithkline PLC,Healthcare,Forgn. Eq,0.8%
James Hardie Industries plc,Construction,Forgn. Eq,0.7%
Royal Bank Of Canada,Financial,Forgn. Eq,0.7%
Intel Corporation (USA),Capital Goods,Forgn. Eq,0.7%
Amazon. com Inc. (USA),Services,Forgn. Eq,0.5%
