Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,9.8%
ICICI Bank Ltd.,Financial,Equity,9.5%
Reliance Industries Ltd.,Energy,Equity,7.2%
Infosys Ltd.,Technology,Equity,6.8%
State Bank of India,Financial,Equity,5.0%
Axis Bank Ltd.,Financial,Equity,4.4%
ITC Ltd.,Consumer Staples,Equity,4.0%
Larsen & Toubro Ltd.,Construction,Equity,3.8%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,3.0%
Hindustan Unilever Ltd.,Consumer Staples,Equity,2.6%
Indusind Bank Ltd.,Financial,Equity,2.4%
Ultratech Cement Ltd.,Construction,Equity,2.3%
SRF Ltd.,Diversified,Equity,2.3%
Bharti Airtel Ltd.,Communication,Equity,2.1%
Mahindra & Mahindra Ltd.,Automobile,Equity,2.1%
Bajaj Finance Ltd.,Financial,Equity,2.0%
DLF Ltd. - (DLF),Construction,Equity,2.0%
Maruti Suzuki India Ltd.,Automobile,Equity,2.0%
Titan Company Ltd.,Consumer Discretionary,Equity,1.9%
LTIMindtree Ltd.,Technology,Equity,1.9%
SBI Life Insurance Company Ltd.,Insurance,Equity,1.8%
PI Industries Ltd.,Chemicals,Equity,1.7%
Tech Mahindra Ltd.,Technology,Equity,1.7%
Dalmia Bharat Ltd.,Construction,Equity,1.7%
Asian Paints Ltd.,Chemicals,Equity,1.6%
NTPC Ltd.,Energy,Equity,1.3%
TVS Motor Company Ltd.,Automobile,Equity,1.2%
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,1.2%
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,1.1%
Container Corporation Of India Ltd.,Services,Equity,1.0%
Bharat Electronics Ltd.,Capital Goods,Equity,0.9%
Godrej Consumer Products Ltd.,Consumer Staples,Equity,0.9%
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,0.8%
SBI Cards And Payment Services Ltd.,Financial,Equity,0.8%
Escorts Kubota Ltd.,Automobile,Equity,0.7%
Jubilant FoodWorks Ltd.,Services,Equity,0.7%
United Breweries Ltd.,Consumer Staples,Equity,0.6%
Trent Ltd.,Services,Equity,0.4%
Bajaj Finserv Ltd.,Financial,Equity,0.4%
Avenue Supermarts Ltd.,Services,Equity,0.3%
Tata Consumer Products Ltd.,Consumer Staples,Equity,0.2%
Dabur India Ltd.,Consumer Staples,Equity,0.2%
