Name,Sector,Instrument,Assets
Crisil Ltd.,Services,Equity,5.1%
Tube Investments Of India Ltd.,Automobile,Equity,4.6%
Page Industries Ltd.,Textiles,Equity,4.5%
Sheela Foam Ltd.,Consumer Discretionary,Equity,4.0%
Schaeffler India Ltd.,Capital Goods,Equity,3.9%
Procter & Gamble Hygiene and Health Care Ltd.,Consumer Staples,Equity,3.5%
Carborundum Universal Ltd.,Metals & Mining,Equity,3.2%
The Indian Hotels Company Ltd.,Services,Equity,3.1%
Thermax Ltd.,Capital Goods,Equity,3.1%
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,2.9%
Max Healthcare Institute Ltd.,Healthcare,Equity,2.9%
Torrent Power Ltd.,Energy,Equity,2.5%
JK Cement Ltd.,Construction,Equity,2.5%
Triveni Turbine Ltd.,Capital Goods,Equity,2.3%
Coromandel International Ltd.,Chemicals,Equity,2.1%
Bharat Forge Ltd.,Automobile,Equity,2.1%
Sona BLW Precision Forgings Ltd.,Automobile,Equity,2.0%
Gujarat State Petronet Ltd.,Energy,Equity,1.9%
TVS Motor Company Ltd.,Automobile,Equity,1.9%
The Phoenix Mills Ltd.,Construction,Equity,1.9%
SKF India Ltd.,Capital Goods,Equity,1.9%
Sundaram Finance Ltd.,Financial,Equity,1.8%
K.P.R. Mill Ltd.,Textiles,Equity,1.7%
Tatva Chintan Pharma Chem Ltd.,Chemicals,Equity,1.7%
PI Industries Ltd.,Chemicals,Equity,1.6%
Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,1.6%
The Federal Bank Ltd.,Financial,Equity,1.6%
Endurance Technologies Ltd.,Automobile,Equity,1.5%
The Ramco Cements Ltd.,Construction,Equity,1.4%
Gokaldas Exports Ltd.,Textiles,Equity,1.4%
HDFC Bank Ltd.,Financial,Equity,1.4%
Godrej Properties Ltd.,Construction,Equity,1.3%
UNO Minda Ltd.,Automobile,Equity,1.3%
ZF Commercial Vehicle Control Systems India Ltd.,Automobile,Equity,1.3%
Oberoi Realty Ltd.,Construction,Equity,1.2%
Pfizer Ltd.,Healthcare,Equity,1.1%
City Union Bank Ltd.,Financial,Equity,1.0%
Grindwell Norton Ltd.,Metals & Mining,Equity,1.0%
Aether Industries Ltd.,Chemicals,Equity,0.9%
Hatsun Agro Product Ltd.,Consumer Staples,Equity,0.8%
ABB India Ltd.,Capital Goods,Equity,0.8%
Sanofi India Ltd.,Healthcare,Equity,0.7%
National Aluminium Company Ltd.,Metals & Mining,Equity,0.7%
Chemplast Sanmar Ltd.,Chemicals,Equity,0.6%
Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,Equity,0.6%
GR Infraprojects Ltd.,Construction,Equity,0.5%
Natco Pharma Ltd.,Healthcare,Equity,0.5%
Medplus Health Services Ltd.,Healthcare,Equity,0.5%
Dodla Dairy Ltd,Consumer Staples,Equity,0.5%
Prism Johnson Ltd.,Construction,Equity,0.5%
Nuvoco Vistas Corporation Ltd.,Construction,Equity,0.4%
Info Edge (India) Ltd.,Services,Equity,0.3%
Swaraj Engines Ltd.,Capital Goods,Equity,0.3%
Mangalam Cement Ltd.,Construction,Equity,0.3%
NRB Bearings Ltd.,Capital Goods,Equity,0.2%
Indigo Paints Ltd.,Chemicals,Equity,0.1%
Reserve Bank of India,Financial,T-Bills,0.1%
