Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,8.1%
ICICI Bank Ltd.,Financial,Equity,8.0%
Reliance Industries Ltd.,Energy,Equity,7.1%
Infosys Ltd.,Technology,Equity,5.8%
Larsen & Toubro Ltd.,Construction,Equity,5.1%
Axis Bank Ltd.,Financial,Equity,4.5%
State Bank of India,Financial,Equity,4.5%
ITC Ltd.,Consumer Staples,Equity,3.9%
Bharti Airtel Ltd.,Communication,Equity,2.9%
Hindustan Unilever Ltd.,Consumer Staples,Equity,2.4%
HCL Technologies Ltd.,Technology,Equity,2.4%
Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,2.1%
Bajaj Finance Ltd.,Financial,Equity,2.0%
Ultratech Cement Ltd.,Construction,Equity,1.9%
Housing Development Finance Corporation Ltd.,Financial,Equity,1.7%
Mahindra & Mahindra Ltd.,Automobile,Equity,1.5%
Maruti Suzuki India Ltd.,Automobile,Equity,1.5%
SBI Life Insurance Company Ltd.,Insurance,Equity,1.3%
Tech Mahindra Ltd.,Technology,Equity,1.2%
Indusind Bank Ltd.,Financial,Equity,1.2%
Tata Consultancy Services Ltd.,Technology,Equity,1.2%
Kotak Mahindra Bank Ltd.,Financial,Equity,1.2%
The Indian Hotels Company Ltd.,Services,Equity,1.1%
UPL Ltd.,Chemicals,Equity,1.1%
TVS Motor Company Ltd.,Automobile,Equity,1.1%
Titan Company Ltd.,Consumer Discretionary,Equity,0.9%
Hindustan Zinc Ltd.,Metals & Mining,Equity,0.8%
Reserve Bank of India,Financial,T-Bills,0.8%
Britannia Industries Ltd.,Consumer Staples,Equity,0.8%
Abbott India Ltd.,Healthcare,Equity,0.7%
Tata Motors Ltd.,Automobile,Equity,0.7%
Solar Industries India Ltd.,Chemicals,Equity,0.7%
NTPC Ltd.,Energy,Equity,0.7%
Zee Entertainment Enterprises Ltd.,Services,Equity,0.7%
Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,0.7%
Cipla Ltd.,Healthcare,Equity,0.7%
Schaeffler India Ltd.,Capital Goods,Equity,0.7%
Torrent Pharmaceuticals Ltd.,Healthcare,Equity,0.6%
Tata Elxsi Ltd.,Technology,Equity,0.6%
3M India Ltd.,Diversified,Equity,0.6%
Max Healthcare Institute Ltd.,Healthcare,Equity,0.6%
Persistent Systems Ltd.,Technology,Equity,0.6%
Power Grid Corporation Of India Ltd.,Energy,Equity,0.6%
Gujarat Fluorochemicals Ltd.,Chemicals,Equity,0.6%
SBI Cards And Payment Services Ltd.,Financial,Equity,0.6%
Tube Investments Of India Ltd.,Automobile,Equity,0.6%
AIA Engineering Ltd.,Metals & Mining,Equity,0.6%
Hindustan Aeronautics Ltd.,Capital Goods,Equity,0.6%
Torrent Power Ltd.,Energy,Equity,0.6%
ABB India Ltd.,Capital Goods,Equity,0.6%
GAIL (India) Ltd.,Energy,Equity,0.5%
Tata Chemicals Ltd.,Chemicals,Equity,0.5%
Hindalco Industries Ltd.,Metals & Mining,Equity,0.5%
Asian Paints Ltd.,Chemicals,Equity,0.5%
Tata Steel Ltd.,Metals & Mining,Equity,0.5%
Bank Of Baroda,Financial,Equity,0.4%
Mphasis Ltd.,Technology,Equity,0.4%
SRF Ltd.,Diversified,Equity,0.4%
Indian Bank,Financial,Equity,0.4%
Coromandel International Ltd.,Chemicals,Equity,0.4%
Berger Paints India Ltd.,Chemicals,Equity,0.4%
Housing Development Finance Corporation Ltd.,Financial,Warrant,0.4%
PI Industries Ltd.,Chemicals,Equity,0.4%
Bharat Petroleum Corporation Ltd.,Energy,Equity,0.3%
Canara Bank,Financial,Equity,0.3%
Bharat Electronics Ltd.,Capital Goods,Equity,0.3%
