Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,9.6%
ICICI Bank Ltd.,Financial,Equity,9.1%
Reliance Industries Ltd.,Energy,Equity,8.2%
Infosys Ltd.,Technology,Equity,7.2%
Tata Consultancy Services Ltd.,Technology,Equity,6.9%
Larsen & Toubro Ltd.,Construction,Equity,4.9%
Housing Development Finance Corporation Ltd.,Financial,Equity,4.7%
Maruti Suzuki India Ltd.,Automobile,Equity,4.0%
Kotak Mahindra Bank Ltd.,Financial,Equity,3.9%
JK Lakshmi Cement Ltd.,Construction,Equity,3.8%
Bajaj Finance Ltd.,Financial,Equity,3.7%
Titan Company Ltd.,Consumer Discretionary,Equity,3.5%
Bharti Airtel Ltd.,Communication,Equity,2.8%
Blue Star Ltd.,Consumer Discretionary,Equity,2.6%
Avenue Supermarts Ltd.,Services,Equity,2.6%
Siemens Ltd.,Capital Goods,Equity,2.4%
Mahindra & Mahindra Ltd.,Automobile,Equity,2.3%
State Bank of India,Financial,Equity,2.2%
Asian Paints Ltd.,Chemicals,Equity,2.1%
Cipla Ltd.,Healthcare,Equity,1.9%
ZF Commercial Vehicle Control Systems India Ltd.,Automobile,Equity,1.7%
Mphasis Ltd.,Technology,Equity,1.5%
ITC Ltd.,Consumer Staples,Equity,1.4%
Divi's Laboratories Ltd.,Healthcare,Equity,1.3%
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,1.2%
Tata Consumer Products Ltd.,Consumer Staples,Equity,1.2%
DLF Ltd. - (DLF),Construction,Equity,1.0%
