Name,Sector,Instrument,Assets
ICICI Bank Ltd.,Financial,Equity,8.0%
Reliance Industries Ltd.,Energy,Equity,7.1%
Bajaj Finance Ltd.,Financial,Equity,6.6%
Tube Investments Of India Ltd.,Automobile,Equity,6.5%
HDFC Bank Ltd.,Financial,Equity,5.9%
Ambuja Cements Ltd.,Construction,Equity,5.9%
State Bank of India,Financial,Equity,5.9%
Bajaj Finserv Ltd.,Financial,Equity,4.3%
Housing Development Finance Corporation Ltd.,Financial,Equity,4.1%
Eicher Motors Ltd.,Automobile,Equity,3.6%
Max Healthcare Institute Ltd.,Healthcare,Equity,3.3%
Vaibhav Global Ltd.,Consumer Discretionary,Equity,3.2%
Larsen & Toubro Ltd.,Construction,Equity,2.9%
Maruti Suzuki India Ltd.,Automobile,Equity,2.8%
ABB India Ltd.,Capital Goods,Equity,2.7%
Campus Activewear Ltd.,Consumer Staples,Equity,2.7%
Vedant Fashions Ltd.,Services,Equity,2.6%
Infosys Ltd.,Technology,Equity,2.5%
The Phoenix Mills Ltd.,Construction,Equity,2.4%
Gujarat Gas Ltd.,Energy,Equity,2.4%
Siemens Ltd.,Capital Goods,Equity,2.3%
AU Small Finance Bank Ltd.,Financial,Equity,1.1%
The Indian Hotels Company Ltd.,Services,Equity,0.7%
Gland Pharma Ltd.,Healthcare,Equity,0.7%
Global Health Ltd.,Healthcare,Equity,0.4%
CG Power and Industrial Solutions Ltd.,Capital Goods,Equity,0.1%
