Name,Sector,Instrument,Assets
Avenue Supermarts Ltd.,Services,Equity,9.3%
Bajaj Finance Ltd.,Financial,Equity,8.7%
Tata Consultancy Services Ltd.,Technology,Equity,8.6%
Kotak Mahindra Bank Ltd.,Financial,Equity,7.4%
Pidilite Industries Ltd.,Chemicals,Equity,7.4%
Info Edge (India) Ltd.,Services,Equity,5.4%
Divi's Laboratories Ltd.,Healthcare,Equity,5.0%
ICICI Bank Ltd.,Financial,Equity,5.0%
Housing Development Finance Corporation Ltd.,Financial,Equity,4.9%
Bajaj Finserv Ltd.,Financial,Equity,3.8%
Shree Cement Ltd.,Construction,Equity,3.4%
LTIMindtree Ltd.,Technology,Equity,3.3%
Reliance Industries Ltd.,Energy,Futures,2.7%
Reliance Industries Ltd.,Energy,Equity,2.7%
Asian Paints Ltd.,Chemicals,Futures,2.6%
PI Industries Ltd.,Chemicals,Equity,2.5%
Sona BLW Precision Forgings Ltd.,Automobile,Equity,1.8%
Torrent Power Ltd.,Energy,Equity,1.6%
Motherson Sumi Wiring India Ltd.,Automobile,Equity,1.5%
PI Industries Ltd.,Chemicals,Futures,1.3%
Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,1.2%
Bata India Ltd.,Consumer Staples,Equity,1.1%
Apollo Hospitals Enterprise Ltd.,Healthcare,Futures,1.0%
Reserve Bank of India,Financial,T-Bills,0.9%
Kotak Mahindra Bank Ltd.,Financial,Futures,0.9%
Gland Pharma Ltd.,Healthcare,Equity,0.7%
ICICI Bank Ltd.,Financial,Futures,0.7%
Bata India Ltd.,Consumer Staples,Futures,0.6%
Mahindra & Mahindra Financial Services Ltd.,Financial,Futures,0.6%
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,0.4%
Nestle India Ltd.,Consumer Staples,Futures,0.3%
Torrent Power Ltd.,Energy,Futures,0.3%
Reserve Bank of India,Financial,T-Bills,0.3%
Reserve Bank of India,Financial,T-Bills,0.2%
Go Fashion (India) Ltd.,Services,Equity,0.2%
Reserve Bank of India,Financial,T-Bills,0.1%
