Name,Sector,Instrument,Assets
ICICI Bank Ltd.,Financial,Equity,18.0%
HDFC Bank Ltd.,Financial,Equity,10.9%
State Bank of India,Financial,Equity,9.5%
Axis Bank Ltd.,Financial,Equity,9.3%
Housing Development Finance Corporation Ltd.,Financial,Equity,5.7%
Karur Vysya Bank Ltd.,Financial,Equity,4.1%
CreditAccess Grameen Ltd.,Financial,Equity,4.1%
SBI Cards And Payment Services Ltd.,Financial,Equity,3.9%
CSB Bank Ltd.,Financial,Equity,3.7%
Sundaram Finance Ltd.,Financial,Equity,3.5%
ICICI Prudential Life Insurance Company Ltd.,Insurance,Equity,3.2%
Mas Financial Services Ltd.,Financial,Equity,3.2%
DCB Bank Ltd.,Financial,Equity,3.0%
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,2.7%
Piramal Enterprises Ltd.,Healthcare,Equity,1.9%
The Federal Bank Ltd.,Financial,Equity,1.8%
City Union Bank Ltd.,Financial,Equity,1.8%
Life Insurance Corporation of India,Insurance,Equity,0.9%
360 One Wam Ltd,Financial,Equity,0.5%
AU Small Finance Bank Ltd.,Financial,Equity,0.5%
