Name,Sector,Instrument,Assets
HDFC Bank Ltd.,Financial,Equity,19.6%
ICICI Bank Ltd.,Financial,Equity,18.9%
State Bank of India,Financial,Equity,10.1%
Axis Bank Ltd.,Financial,Equity,9.8%
Housing Development Finance Corporation Ltd.,Financial,Equity,5.0%
Canara Bank,Financial,Equity,3.7%
Bank Of Baroda,Financial,Equity,2.7%
Shriram Finance Ltd,Financial,Equity,2.3%
SBI Life Insurance Company Ltd.,Insurance,Equity,2.3%
CSB Bank Ltd.,Financial,Equity,2.1%
Equitas Holdings Ltd.,Financial,Equity,1.8%
Indusind Bank Ltd.,Financial,Equity,1.5%
Home First Finance Company India Ltd.,Financial,Equity,1.4%
Cholamandalam Financial Holdings Ltd.,Financial,Equity,1.3%
AU Small Finance Bank Ltd.,Financial,Equity,1.3%
Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,1.3%
HDFC Life Insurance Co Ltd.,Insurance,Equity,1.3%
LIC Housing Finance Ltd.,Financial,Equity,1.3%
Angel One Ltd.,Financial,Equity,1.2%
Bajaj Finance Ltd.,Financial,Equity,1.1%
Multi Commodity Exchange Of India Ltd.,Services,Equity,1.1%
CreditAccess Grameen Ltd.,Financial,Equity,1.0%
Kotak Mahindra Bank Ltd.,Financial,Equity,0.7%
ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,0.7%
