,Name,Sector,Instrument,Assets
0,ICICI Bank Ltd.,Financial,Equity,6.7%
1,HDFC Bank Ltd.,Financial,Equity,6.1%
2,State Bank of India,Financial,Equity,5.8%
3,Canara Bank,Financial,Equity,3.7%
4,NTPC Ltd.,Energy,Equity,3.2%
5,Reliance Industries Ltd.,Energy,Equity,3.0%
6,ITC Ltd.,Consumer Staples,Equity,2.6%
7,Axis Bank Ltd.,Financial,Equity,2.5%
8,Balrampur Chini Mills Ltd.,Consumer Staples,Equity,2.5%
9,Larsen & Toubro Ltd.,Construction,Equity,2.2%
10,Siemens Ltd.,Capital Goods,Equity,2.2%
11,Navin Fluorine International Ltd.,Chemicals,Equity,2.1%
12,Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,2.1%
13,Union Bank of India,Financial,Equity,2.1%
14,Bank Of Baroda,Financial,Equity,2.0%
15,JB Chemicals & Pharmaceuticals Ltd.,Healthcare,Equity,2.0%
16,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,2.0%
17,Ultratech Cement Ltd.,Construction,Equity,1.9%
18,Tata Consultancy Services Ltd.,Technology,Equity,1.8%
19,E.I.D. - Parry (India) Ltd.,Consumer Staples,Equity,1.8%
20,Kotak Mahindra Bank Ltd.,Financial,Equity,1.8%
21,PI Industries Ltd.,Chemicals,Equity,1.7%
22,Sundaram Finance Ltd.,Financial,Equity,1.6%
23,The Indian Hotels Company Ltd.,Services,Equity,1.6%
24,Abbott India Ltd.,Healthcare,Equity,1.5%
25,ABB India Ltd.,Capital Goods,Equity,1.5%
26,Varun Beverages Ltd.,Consumer Staples,Equity,1.5%
27,Coromandel International Ltd.,Chemicals,Equity,1.4%
28,Infosys Ltd.,Technology,Equity,1.4%
29,Power Grid Corporation Of India Ltd.,Energy,Equity,1.4%
30,Triveni Engineering & Industries Ltd.,Consumer Staples,Equity,1.4%
31,GAIL (India) Ltd.,Energy,Equity,1.3%
32,APL Apollo Tubes Ltd.,Metals & Mining,Equity,1.3%
33,Oil India Ltd.,Energy,Equity,1.3%
34,Ashok Leyland Ltd.,Automobile,Equity,1.2%
35,Vinati Organics Ltd.,Chemicals,Equity,1.2%
36,Astral Ltd.,Chemicals,Equity,1.2%
37,Power Finance Corporation Ltd.,Financial,Equity,1.1%
38,RHI Magnesita India Ltd.,Construction,Equity,1.0%
39,Hindustan Unilever Ltd.,Consumer Staples,Equity,1.0%
40,Mahindra & Mahindra Ltd.,Automobile,Equity,1.0%
41,Schaeffler India Ltd.,Capital Goods,Equity,1.0%
42,Cipla Ltd.,Healthcare,Equity,0.9%
43,HEG Ltd.,Construction,Equity,0.8%
44,Coal India Ltd.,Energy,Equity,0.8%
45,TVS Motor Company Ltd.,Automobile,Equity,0.8%
46,Max Healthcare Institute Ltd.,Healthcare,Equity,0.7%
47,Bharti Airtel Ltd.,Communication,Equity,0.7%
48,SBI Life Insurance Company Ltd.,Insurance,Equity,0.7%
49,UNO Minda Ltd.,Automobile,Equity,0.6%
50,The Phoenix Mills Ltd.,Construction,Equity,0.5%
51,Metro Brands Ltd.,Consumer Staples,Equity,0.5%
52,Graphite India Ltd.,Construction,Equity,0.5%
53,Trent Ltd.,Services,Equity,0.5%
54,DLF Ltd.,Construction,Equity,0.5%
55,Mahindra Lifespace Developers Ltd.,Construction,Equity,0.5%
56,Tube Investments Of India Ltd.,Automobile,Equity,0.4%
57,Harsha Engineers International Ltd.,Capital Goods,Equity,0.2%
