,Name,Sector,Instrument,Assets
0,ICICI Bank Ltd.,Financial,Equity,10.1%
1,HDFC Bank Ltd.,Financial,Equity,7.4%
2,Infosys Ltd.,Technology,Equity,6.1%
3,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,4.3%
4,HCL Technologies Ltd.,Technology,Equity,4.2%
5,Bharti Airtel Ltd.,Communication,Equity,4.2%
6,Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,3.5%
7,Axis Bank Ltd.,Financial,Equity,3.3%
8,Tata Steel Ltd.,Metals & Mining,Equity,2.8%
9,Reliance Industries Ltd.,Energy,Equity,2.7%
10,United Spirits Ltd.,Consumer Staples,Equity,2.4%
11,Bajaj Finance Ltd.,Financial,Equity,2.3%
12,Radico Khaitan Ltd.,Consumer Staples,Equity,2.2%
13,Cholamandalam Investment and Finance Company Ltd.,Financial,Equity,2.1%
14,Bharat Forge Ltd.,Automobile,Equity,2.1%
15,State Bank of India,Financial,Equity,1.9%
16,Kotak Mahindra Bank Ltd.,Financial,Equity,1.8%
17,Atul Ltd.,Chemicals,Equity,1.8%
18,Aarti Industries Ltd.,Chemicals,Equity,1.5%
19,Glenmark Pharmaceuticals Ltd.,Healthcare,Equity,1.5%
20,Dalmia Bharat Ltd.,Construction,Equity,1.5%
21,Tata Consumer Products Ltd.,Consumer Staples,Equity,1.3%
22,Exide Industries Ltd.,Capital Goods,Equity,1.2%
23,Mahindra & Mahindra Ltd.,Automobile,Equity,1.2%
24,Titan Company Ltd.,Consumer Discretionary,Equity,1.2%
25,Bharat Electronics Ltd.,Capital Goods,Equity,1.2%
26,Century Textiles & Industries Ltd.,Consumer Staples,Equity,1.2%
27,ICICI Lombard General Insurance Company Ltd.,Insurance,Equity,1.0%
28,LTIMindtree Ltd.,Technology,Equity,1.0%
29,SBI Life Insurance Company Ltd.,Insurance,Equity,1.0%
30,Indusind Bank Ltd.,Financial,Equity,0.9%
31,NMDC Ltd.,Metals & Mining,Equity,0.9%
32,Hindalco Industries Ltd.,Metals & Mining,Equity,0.8%
33,Mphasis Ltd.,Technology,Equity,0.8%
34,Housing Development Finance Corporation Ltd.,Financial,Equity,0.8%
35,Coforge Ltd.,Technology,Equity,0.8%
36,Whirlpool Of India Ltd.,Consumer Discretionary,Equity,0.8%
37,Zee Entertainment Enterprises Ltd.,Services,Equity,0.7%
38,Castrol India Ltd.,Energy,Equity,0.7%
39,Metropolis Healthcare Ltd.,Healthcare,Equity,0.6%
40,Bajaj Finserv Ltd.,Financial,Equity,0.5%
41,Strides Pharma Science Ltd.,Healthcare,Equity,0.5%
42,Havells India Ltd.,Capital Goods,Equity,0.5%
43,Jubilant FoodWorks Ltd.,Services,Equity,0.5%
44,GMM Pfaudler Ltd.,Capital Goods,Equity,0.5%
45,Voltas Ltd.,Consumer Discretionary,Equity,0.5%
46,The Phoenix Mills Ltd.,Construction,Equity,0.5%
47,Cummins India Ltd.,Capital Goods,Equity,0.4%
48,Gujarat Fluorochemicals Ltd.,Chemicals,Equity,0.4%
49,IDFC Ltd.,Financial,Equity,0.4%
50,Polycab India Ltd.,Capital Goods,Equity,0.4%
51,CESC Ltd.,Energy,Equity,0.4%
52,Fortis Healthcare Ltd.,Healthcare,Equity,0.4%
53,Max Financial Services Ltd.,Financial,Equity,0.4%
54,Dr. Reddy's Laboratories Ltd.,Healthcare,Equity,0.4%
55,Ambuja Cements Ltd.,Construction,Equity,0.4%
56,NMDC Steel Ltd.,Metals & Mining,Equity,0.3%
57,PVR Ltd.,Services,Equity,0.3%
58,One97 Communications Ltd.,Services,Equity,0.3%
59,AU Small Finance Bank Ltd.,Financial,Equity,0.3%
60,Interglobe Aviation Ltd.,Services,Equity,0.3%
61,Dish TV India Ltd.,Services,Equity,0.2%
62,United Breweries Ltd.,Consumer Staples,Equity,0.2%
63,Bharti Airtel Ltd. - (Partly Paid up Equity Shares (Rights Issue)),Communication,PPE,0.2%
64,Larsen & Toubro Ltd.,Construction,Equity,0.2%
65,Aarti Pharmalabs Ltd.,Services,Equity,0.2%
66,Biocon Ltd.,Healthcare,Equity,0.1%
67,Kansai Nerolac Paints Ltd.,Chemicals,Equity,0.1%
68,PB Fintech Ltd.,Services,Equity,0.1%
