,Name,Sector,Instrument,Assets
0,ICICI Bank Ltd.,Financial,Equity,9.7%
1,ITC Ltd.,Consumer Staples,Equity,6.6%
2,HDFC Bank Ltd.,Financial,Equity,5.5%
3,State Bank of India,Financial,Equity,5.0%
4,HCL Technologies Ltd.,Technology,Equity,4.4%
5,Mahindra & Mahindra Ltd.,Automobile,Equity,4.2%
6,NTPC Ltd.,Energy,Equity,3.9%
7,Bank Of Baroda,Financial,Equity,3.8%
8,Power Grid Corporation Of India Ltd.,Energy,Equity,3.7%
9,TVS Motor Company Ltd.,Automobile,Equity,3.5%
10,Hindustan Aeronautics Ltd.,Capital Goods,Equity,3.4%
11,Reliance Industries Ltd.,Energy,Equity,3.3%
12,Britannia Industries Ltd.,Consumer Staples,Equity,2.8%
13,Bharat Electronics Ltd.,Capital Goods,Equity,2.8%
14,Bajaj Auto Ltd.,Automobile,Equity,2.8%
15,The Federal Bank Ltd.,Financial,Equity,2.4%
16,PI Industries Ltd.,Chemicals,Equity,2.3%
17,Cummins India Ltd.,Capital Goods,Equity,2.3%
18,Hindustan Petroleum Corporation Ltd.,Energy,Equity,2.0%
19,Mahindra & Mahindra Financial Services Ltd.,Financial,Equity,2.0%
20,Infosys Ltd.,Technology,Equity,1.9%
21,Zydus Lifesciences Ltd.,Healthcare,Equity,1.6%
22,Mahindra CIE Automotive Ltd.,Metals & Mining,Equity,1.5%
23,Gujarat Pipavav Port Ltd.,Services,Equity,1.4%
24,Sun Pharmaceutical Industries Ltd.,Healthcare,Equity,1.4%
25,Abbott India Ltd.,Healthcare,Equity,1.3%
26,Narayana Hrudayalaya Ltd.,Healthcare,Equity,1.3%
27,Supreme Industries Ltd.,Chemicals,Equity,1.2%
28,Triveni Turbine Ltd.,Capital Goods,Equity,1.1%
29,Hindustan Zinc Ltd.,Metals & Mining,Equity,1.1%
30,DCB Bank Ltd.,Financial,Equity,1.1%
31,Tata Consultancy Services Ltd.,Technology,Equity,1.0%
32,Amara Raja Batteries Ltd.,Capital Goods,Equity,0.9%
33,Godrej Consumer Products Ltd.,Consumer Staples,Equity,0.8%
34,AIA Engineering Ltd.,Metals & Mining,Equity,0.7%
35,360 One Wam Ltd,Financial,Equity,0.6%
36,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare,Equity,0.6%
37,Coromandel International Ltd.,Chemicals,Equity,0.5%
38,Mrs. Bectors Food Specialities Ltd.,Consumer Staples,Equity,0.5%
