,Name,Sector,Instrument,Assets
0,Infosys Ltd.,Technology,Equity,8.8%
1,ICICI Bank Ltd.,Financial,Equity,6.5%
2,Axis Bank Ltd.,Financial,Equity,5.2%
3,ITC Ltd.,FMCG,Equity,4.9%
4,Cipla Ltd.,Healthcare,Equity,4.9%
5,Eicher Motors Ltd.,Automobile,Equity,4.3%
6,ICICI Prudential Life Insurance Company Ltd.,Financial,Equity,4.2%
7,Bharti Airtel Ltd.,Communication,Equity,4.1%
8,Sun Pharmaceutical Inds. Ltd.,Healthcare,Equity,3.8%
9,PI Industries Ltd.,Chemicals,Equity,3.1%
10,Multi Commodity Exchange India,Financial,Equity,3.0%
11,National Thermal Power Corp. Ltd.,Energy,Equity,3.0%
12,Crompton Greaves Consumer Electricals Ltd.,Cons Durable,Equity,3.0%
13,Ipca Laboratories Ltd.,Healthcare,Equity,2.5%
14,Motherson Sumi Systems Ltd.,Automobile,Equity,2.0%
15,Torrent Pharmaceuticals Ltd.,Healthcare,Equity,2.0%
16,Gujarat Gas Ltd.,Chemicals,Equity,2.0%
17,Aditya Birla Fashion and Retail Ltd.,Services,Equity,2.0%
18,Nippon Life India Asset Management Ltd.,Financial,Equity,1.7%
19,Coromandel International Ltd.,Chemicals,Equity,1.4%
20,Apollo Hospitals Enterprise Ltd.,Healthcare,Equity,1.0%
21,Emami Ltd.,FMCG,Equity,1.0%
22,Container Corpn. Of India Ltd.,Services,Equity,0.9%
